,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature,Track_Popularity,Artist_Popularity,Hot
250,2000,Chieli Minucci,Sweet On You,0.728,0.7390000000000001,9,-8.594,1,0.0302,0.355,0.7190000000000001,0.337,0.754,130.05,258533,4,25,39,0
251,2006,Motion City Soundtrack,Everything Is Alright,0.435,0.95,8,-3.8689999999999998,1,0.106,0.0004940000000000001,0.0,0.317,0.457,160.987,207634,4,32,58,0
252,2000,Alkaline Trio,You've Got So Far To Go,0.306,0.9279999999999999,9,-6.2860000000000005,1,0.0929,0.0112,0.0008359999999999999,0.0836,0.455,154.95,194787,4,33,62,0
253,2009,Mötley Crüe,Shout At The Devil,0.489,0.953,0,-4.615,1,0.0858,0.02,0.00021,0.113,0.447,94.443,195853,4,42,69,0
254,2012,The Beach Boys,Don't Worry Baby - Stereo,0.505,0.389,4,-10.887,1,0.0301,0.363,2.27e-05,0.168,0.852,120.95700000000001,170933,4,36,74,0
255,2007,Tiësto,Bright Morningstar,0.546,0.737,4,-7.702999999999999,1,0.0344,0.0133,0.898,0.0878,0.0424,132.014,500000,4,26,83,0
256,2009,Arlindo Cruz,Meu Lugar,0.32299999999999995,0.655,0,-7.412000000000001,1,0.0375,0.6759999999999999,0.0,0.767,0.657,164.77,268240,4,55,59,0
257,2001,Michael Kamen,Nixon's Walk - Instrumental,0.17300000000000001,0.105,8,-20.825,1,0.0517,0.8490000000000001,0.8859999999999999,0.127,0.051,116.98899999999999,134267,4,31,57,0
258,2002,Demon Hunter,Screams of the Undead,0.25,0.9229999999999999,0,-3.767,1,0.191,4.57e-05,0.000156,0.381,0.341,190.107,274960,4,21,55,0
259,2012,Ken Ashcorp,Supernatural,0.377,0.5920000000000001,9,-8.805,1,0.0329,0.0119,0.0,0.11199999999999999,0.41700000000000004,87.625,257727,4,40,51,0
260,2006,Iron Maiden,The Longest Day,0.273,0.8759999999999999,4,-8.427999999999999,0,0.0654,0.0026,0.0035399999999999997,0.126,0.344,105.79700000000001,467827,4,26,76,0
261,2005,Tom Vek,C-C (You Set The Fire In Me),0.35600000000000004,0.821,0,-2.75,1,0.0439,0.0239,0.0618,0.128,0.446,206.063,271680,4,29,35,0
262,2000,Rancid,I Am Forever,0.289,0.998,6,-1.9969999999999999,1,0.214,0.0027300000000000002,0.0,0.262,0.239,175.585,63227,4,23,62,0
263,2005,Various Artists,Crystal Clear,0.573,0.354,7,-10.022,0,0.0535,0.605,0.0785,0.0936,0.622,170.021,265493,4,35,8,0
264,2009,Various Artists,Forest Battle,0.34299999999999997,0.5820000000000001,7,-12.835,0,0.0586,0.175,0.845,0.0759,0.222,90.027,124907,4,35,8,0
265,2008,The Nerves,When You Find Out,0.727,0.9420000000000001,5,-6.473,1,0.044000000000000004,0.16899999999999998,1.98e-06,0.106,0.973,162.161,120787,4,34,35,0
266,2012,Los Telez,Intentalo Tu,0.7829999999999999,0.5660000000000001,2,-6.422000000000001,1,0.105,0.233,0.000181,0.0546,0.8290000000000001,77.015,212693,4,34,51,0
267,2008,Sawyer Brown,Six Days On The Road,0.547,0.887,7,-2.696,1,0.0518,0.136,0.0,0.142,0.84,165.479,173427,4,36,52,0
268,2000,Marcos Witt,Con Tu sangre,0.38,0.48,2,-5.915,1,0.0276,0.20800000000000002,5.05e-05,0.102,0.18899999999999997,115.86200000000001,406988,4,26,63,0
269,2011,Sum 41,Blood In My Eyes,0.22899999999999998,0.914,4,-5.468,0,0.0593,0.000566,0.0101,0.45899999999999996,0.29600000000000004,97.51299999999999,256707,3,45,72,0
270,2005,Alabama,Dixieland Delight - Single Edit,0.46399999999999997,0.405,7,-12.538,1,0.033,0.20800000000000002,1.1e-05,0.0611,0.514,95.852,236427,4,61,65,0
271,2004,Various Artists,Hot Chocolate,0.833,0.8640000000000001,7,-5.272,1,0.177,0.0746,0.0,0.131,0.598,125.01799999999999,151160,4,30,8,0
272,2017,Scotty Sire,My Life Sucks,0.713,0.677,2,-6.324,1,0.375,0.10099999999999999,0.0,0.0786,0.7709999999999999,164.185,195389,4,56,61,0
273,2009,Demi Lovato,Everything You're Not,0.43799999999999994,0.871,5,-6.13,0,0.24,0.00372,0.0,0.0888,0.542,191.97099999999998,223173,4,37,87,0
274,2014,Lady Antebellum,Just A Girl,0.418,0.8759999999999999,3,-4.694,0,0.0321,0.0479,3.65e-06,0.0862,0.636,194.017,217880,4,39,70,0
275,2017,ayokay,Too Young,0.648,0.433,6,-9.192,1,0.0435,0.29,0.0,0.0542,0.57,93.973,203027,4,58,66,0
276,2014,Yo Gotti,Errrbody,0.875,0.531,2,-6.046,1,0.0585,0.221,0.0,0.0498,0.22,103.965,261133,4,50,77,0
277,2004,Archive,Fuck U,0.581,0.772,9,-5.867999999999999,0,0.0364,0.0922,2.29e-06,0.321,0.185,100.024,311986,4,40,47,0
278,2012,Banda Carnaval,Bote De Cerveza,0.799,0.785,10,-3.571,1,0.157,0.185,1.95e-05,0.0882,0.851,140.028,179120,4,34,63,0
279,2004,Bill Charlap Trio,It's Love,0.539,0.331,7,-13.609000000000002,1,0.0422,0.512,0.6,0.0699,0.455,106.459,342080,4,29,48,0
280,2017,Ed Sheeran,Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],0.682,0.812,1,-2.6910000000000003,0,0.11800000000000001,0.0057399999999999994,0.0,0.0553,0.34700000000000003,104.891,192000,4,61,93,0
281,2009,Weezer,Say It Ain't So,0.634,0.413,3,-8.582,1,0.0303,0.00323,2.07e-05,0.0854,0.44799999999999995,76.03,258800,4,37,75,0
282,2013,Dur-Dur Band,Dooyo,0.73,0.41,10,-10.186,0,0.48100000000000004,0.903,0.922,0.122,0.885,120.867,229735,4,40,37,0
283,2008,Yung L.A.,Ain't I - main voc up,0.665,0.826,11,-3.1260000000000003,1,0.11599999999999999,0.141,0.0,0.0926,0.541,77.50399999999999,252093,4,39,34,0
284,2014,King Lil G,Ak47,0.7490000000000001,0.517,11,-11.502,1,0.295,0.47,0.0,0.136,0.15,119.90100000000001,227987,4,52,62,0
285,2014,Various Artists,Candy Store,0.728,0.525,1,-5.91,0,0.171,0.585,0.0,0.0962,0.779,141.855,172827,4,62,8,0
286,2001,Johnny Maddox,The Crazy Otto Medley,0.494,0.575,3,-8.398,1,0.0408,0.875,0.9640000000000001,0.16,0.948,123.84899999999999,172613,4,32,23,0
287,2016,The Lonely Island,F**k Off - BONUS TRACK,0.6829999999999999,0.799,11,-4.343,0,0.16399999999999998,0.0555,0.0,0.0847,0.8320000000000001,143.95,144813,4,50,66,0
288,2013,Nirinjan Kaur,Chattr Chakkr Vartee,0.532,0.265,0,-14.345999999999998,0,0.0331,0.852,7.3e-06,0.12300000000000001,0.264,146.049,415747,3,49,50,0
289,2007,Atreyu,A Song For The Optimists,0.20199999999999999,0.804,0,-6.246,0,0.0471,1.73e-05,0.20800000000000002,0.171,0.408,82.706,279360,4,27,65,0
290,2008,Mischief Brew,Bury Me in Analog,0.674,0.745,7,-6.829,1,0.0475,0.0234,1.45e-06,0.138,0.9109999999999999,126.321,170053,4,28,43,0
291,2010,Nicholas Hooper,Dumbledore's Speech,0.264,0.0206,0,-32.948,0,0.0391,0.855,0.976,0.0523,0.0325,64.021,91893,3,36,60,0
294,2017,Bryson Tiller,Run Me Dry,0.633,0.7559999999999999,9,-8.994,0,0.505,0.40700000000000003,8.44e-06,0.34,0.595,193.993,169253,4,51,81,0
295,2013,Pasabordo,Brindo por Ella,0.599,0.877,1,-5.987,0,0.115,0.0674,0.0,0.0932,0.708,114.344,192784,4,52,56,0
296,2002,The Band,Life Is A Carnival - Concert Version,0.355,0.986,9,-6.2379999999999995,1,0.248,0.0187,0.00047699999999999994,0.9990000000000001,0.585,174.359,265800,4,36,67,0
297,2006,Blue Scholars,Wounded Eyes,0.8109999999999999,0.6709999999999999,8,-5.676,1,0.19699999999999998,0.42,3.5e-06,0.341,0.63,82.007,216640,4,27,44,0
298,2008,Kim Taylor,Build You Up,0.502,0.17600000000000002,10,-11.648,1,0.0306,0.914,0.0702,0.0962,0.0929,61.143,204880,4,42,33,0
299,2016,Dan + Shay,Sway,0.45299999999999996,0.8490000000000001,9,-4.178,1,0.0364,0.0728,0.0,0.17600000000000002,0.38,157.955,189613,4,52,78,0
300,2014,Eric Church,Give Me Back My Hometown,0.619,0.677,1,-7.789,1,0.0295,0.506,0.0592,0.0825,0.5,103.96,252493,4,58,75,0
301,2011,Breaking Benjamin,Sooner Or Later,0.493,0.8590000000000001,3,-4.8839999999999995,1,0.0552,0.00213,0.00563,0.0863,0.39,92.833,218387,4,39,75,0
302,2000,Guano Apes,Big in Japan,0.48100000000000004,0.945,3,-6.667999999999999,0,0.11,0.000254,0.071,0.33,0.68,120.164,168467,4,45,52,0
303,2010,Pigeon John,The Bomb - single,0.774,0.8170000000000001,7,-3.076,1,0.0338,0.0972,2.13e-06,0.14300000000000002,0.8340000000000001,93.01100000000001,203667,4,29,48,0
304,2016,John Legend,Love Me Now,0.488,0.762,8,-3.842,1,0.0865,0.591,0.0,0.0763,0.7090000000000001,123.889,210293,4,66,82,0
305,2011,AJJ,Skate Park,0.363,0.877,0,-6.079,1,0.102,0.000126,1.01e-06,0.0964,0.35600000000000004,121.29700000000001,105440,4,31,57,0
306,2010,Kings of Leon,Pickup Truck,0.45899999999999996,0.624,0,-6.462000000000001,1,0.0488,0.35100000000000003,6.75e-05,0.111,0.35200000000000004,154.703,284600,4,53,78,0
307,2012,Grimes,Vowels = space and time,0.701,0.8220000000000001,6,-6.13,1,0.0366,0.139,0.0526,0.0726,0.752,129.03,261120,4,37,66,0
308,2015,Hillsong Worship,Love On The Line - Live,0.235,0.496,7,-6.542999999999999,1,0.0308,0.10099999999999999,0.0,0.36200000000000004,0.0741,171.94099999999997,296680,3,48,77,0
309,2004,La Migra,La Sombra,0.6509999999999999,0.722,5,-5.428,1,0.0256,0.0176,0.000529,0.141,0.8029999999999999,96.889,254000,4,27,42,0
310,2008,Jamey Johnson,Stars In Alabama,0.588,0.345,9,-10.247,1,0.0321,0.307,3.52e-05,0.136,0.27899999999999997,84.571,225907,4,40,61,0
311,2011,As I Lay Dying,Hellion,0.159,0.327,8,-5.86,1,0.0363,0.0034,0.862,0.0824,0.289,92.81700000000001,44347,4,33,61,0
312,2004,Ale Möller,Sandpolskan,0.312,0.373,9,-9.325,1,0.0302,0.156,7.23e-06,0.235,0.45799999999999996,87.295,185020,4,39,30,0
313,2015,Spencer Elliott,Some Forgotten Color,0.428,0.419,7,-12.898,1,0.0412,0.621,0.7070000000000001,0.105,0.28600000000000003,77.7,289625,4,44,34,0
314,2003,Guster,Silence,0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30400,0,20,53,0
315,2005,Christopher Cross,Think Of Laura,0.514,0.187,1,-14.612,0,0.03,0.841,1.02e-06,0.0917,0.179,172.023,204755,4,40,63,0
316,2009,Jason Aldean,Love Was Easy,0.5379999999999999,0.684,2,-3.891,0,0.0287,0.0885,3.13e-06,0.125,0.6809999999999999,144.933,214680,4,39,78,0
317,2001,Various Artists,Ol' Crew,0.649,0.652,1,-7.209,1,0.387,0.231,8.89e-06,0.245,0.644,142.21200000000002,233853,3,33,8,0
318,2013,Cymande,Brothers On The Slide,0.789,0.602,7,-10.192,0,0.198,0.3,0.00549,0.0737,0.804,109.92299999999999,251400,4,57,53,0
319,2000,Michael Salgado,Mi Chatita,0.81,0.852,0,-5.75,1,0.0776,0.0352,0.124,0.23,0.94,172.46900000000002,188467,4,19,46,0
320,2012,Lazerhawk,So Far Away,0.5329999999999999,0.785,4,-7.226,0,0.425,0.0116,0.907,0.147,0.37799999999999995,94.978,282022,4,44,51,0
321,2013,Buck Owens,Hello Trouble,0.672,0.49,1,-9.408999999999999,1,0.0305,0.7240000000000001,0.0,0.106,0.9059999999999999,94.35,111400,4,37,52,0
322,2005,Pepe Aguilar,Me Vas A Extrañar,0.436,0.36,0,-6.322,1,0.0273,0.7,0.0535,0.322,0.565,155.999,260830,4,60,73,0
323,2016,Jeff Williams,Cold (feat. Casey Lee Williams),0.24100000000000002,0.0899,8,-16.285999999999998,1,0.0413,0.95,0.0,0.128,0.34600000000000003,66.872,206005,4,42,62,0
325,2011,Black Star,Fix Up,0.6459999999999999,0.7490000000000001,1,-6.114,1,0.265,0.152,3.84e-05,0.419,0.35,93.184,247775,4,34,53,0
326,2003,Pantera,This Love - Remastered,0.408,0.775,6,-8.457,1,0.0464,0.000466,0.134,0.0997,0.264,104.764,393120,4,36,70,0
327,2017,Jaden Smith,Watch Me,0.7340000000000001,0.722,0,-4.872,1,0.071,0.0108,0.00020099999999999998,0.157,0.22899999999999998,129.92700000000002,154456,4,64,81,0
328,2002,Elizabeth Mitchell,Goin Down The Road,0.5429999999999999,0.156,7,-15.684000000000001,1,0.0318,0.899,0.0195,0.102,0.361,147.76,259800,4,27,51,0
329,2000,Death Cab for Cutie,For What Reason,0.32899999999999996,0.838,9,-7.648,0,0.0787,0.228,0.0487,0.385,0.655,191.377,172360,4,22,70,0
330,2000,Sacred Spirit,Yane-Heja-Hee,0.608,0.626,2,-10.584000000000001,1,0.0318,0.00539,0.0295,0.149,0.07400000000000001,94.99600000000001,290249,4,30,45,0
331,2002,Wanda Jackson,Long Tall Sally,0.4,0.838,1,-7.777,0,0.067,0.529,4.8e-05,0.0818,0.907,186.99099999999999,119733,4,37,48,0
332,2011,Breathe Carolina,Blackout,0.662,0.8190000000000001,6,-4.609,1,0.124,0.005370000000000001,0.0,0.0498,0.8009999999999999,122.95100000000001,210200,4,50,68,0
333,2005,Stephen Lynch,Not Home,0.49200000000000005,0.263,2,-13.325,1,0.21,0.8079999999999999,0.0,0.7090000000000001,0.171,79.969,74947,5,26,49,0
334,2004,Various Artists,Only You-Bad Boy Remix (feat. The Notorious B.I.G. & Mase),0.754,0.523,8,-5.7989999999999995,1,0.0434,0.008409999999999999,0.0,0.126,0.7859999999999999,95.77799999999999,285453,4,50,8,0
335,2013,Ludovico Einaudi,Burning,0.237,0.166,6,-16.930999999999997,0,0.042,0.9840000000000001,0.9570000000000001,0.0749,0.0376,128.878,308760,1,38,78,0
336,2012,Various Artists,Actin' Up - feat. French Montana,0.64,0.847,2,-3.6510000000000002,1,0.225,0.149,0.0,0.23600000000000002,0.513,122.82,238747,4,31,8,0
337,2002,Aroma,Mentiras,0.69,0.581,1,-2.303,1,0.0341,0.305,7.43e-05,0.0788,0.7959999999999999,156.059,213093,4,30,39,0
338,2011,Dario Marianelli,"Do You Never Laugh, Miss Eyre?",0.171,0.0566,8,-27.766,1,0.0529,0.97,0.898,0.135,0.0344,116.117,81147,4,38,68,0
339,2010,OK Go,Last Leaf,0.6409999999999999,0.184,7,-11.565,1,0.051,0.882,2.4e-05,0.35,0.285,72.505,153973,4,29,59,0
340,2014,Motionless In White,Dark Passenger,0.48200000000000004,0.9740000000000001,9,-3.395,0,0.132,0.0007059999999999999,3.79e-05,0.107,0.124,110.015,229467,4,41,62,0
341,2015,I Prevail,Crossroads,0.48,0.955,11,-4.513,0,0.0589,0.000401,3.72e-06,0.371,0.423,159.006,209533,4,44,65,0
342,2009,The Derek Trucks Band,Down In the Flood,0.551,0.695,0,-7.111000000000001,1,0.0323,0.18100000000000002,0.000154,0.192,0.207,114.13600000000001,302307,4,52,49,0
343,2016,Noah Cyrus,Make Me (Cry) - Acoustic Version,0.604,0.261,0,-7.736000000000001,1,0.0598,0.8859999999999999,0.0,0.142,0.361,77.245,232907,4,59,77,0
344,2008,Capital Lights,Outrage,0.478,0.855,10,-4.881,1,0.0333,0.00665,0.0,0.49200000000000005,0.619,164.916,229867,4,39,37,0
345,2006,Willie Clayton,Beautiful,0.573,0.493,7,-5.4079999999999995,0,0.0358,0.264,0.0,0.0673,0.35700000000000004,69.744,327760,3,25,36,0
346,2013,Ying Quartet,"String Quartet, Op. 11: II. Molto adagio",0.1,0.039,10,-26.611,0,0.0469,0.9229999999999999,0.8759999999999999,0.10300000000000001,0.0322,89.603,412155,3,50,38,0
347,2010,Sleep Baby Sleep,Frere Jacque,0.647,0.0669,0,-17.739,1,0.154,0.995,0.93,0.17300000000000001,0.799,61.375,82208,4,36,68,0
348,2007,Kelly Clarkson,Irvine,0.49,0.23399999999999999,8,-11.565,1,0.07,0.425,0.0,0.727,0.12300000000000001,119.895,525827,4,28,79,0
349,2015,Alabama Shakes,Future People,0.381,0.768,6,-4.314,0,0.0526,0.0997,0.125,0.0954,0.51,154.213,201612,4,50,66,0
350,2003,Various Artists,Calm Like A Bomb,0.314,0.97,7,-5.449,1,0.47700000000000004,0.0105,5.13e-06,0.11599999999999999,0.37200000000000005,149.969,298867,4,28,8,0
351,2004,Deb Talan,Rocks and Water,0.598,0.474,10,-7.495,1,0.024,0.512,0.0,0.18100000000000002,0.62,90.025,222787,4,29,31,0
352,2014,Tmsoft’s White Noise Sleep Sounds,Running Water,0.38299999999999995,0.998,6,-21.898000000000003,0,0.0684,0.755,0.857,0.968,0.0069299999999999995,106.648,590000,4,46,57,0
353,2005,Leo Dan,"Tú Llegaste, Cuando Menos Te Esperaba",0.26899999999999996,0.524,2,-7.522,1,0.0293,0.48100000000000004,0.00116,0.109,0.595,164.732,200800,4,28,66,0
354,2004,Emerson Drive,The Devil Went Down To Georgia - Live,0.439,0.86,7,-6.324,1,0.0653,0.011000000000000001,0.00162,0.934,0.47600000000000003,144.845,290533,4,24,48,0
355,2014,Slaptop,Sunrise,0.8420000000000001,0.71,7,-5.876,0,0.0679,0.0209,0.0027600000000000003,0.1,0.743,126.01700000000001,214762,4,44,40,0
356,2002,Bon Jovi,You Had Me From Hello,0.685,0.39799999999999996,2,-8.831,1,0.0244,0.442,7.72e-06,0.132,0.22699999999999998,104.978,229493,4,34,80,0
357,2015,Kweku Collins,Lonely Lullabies,0.5579999999999999,0.8270000000000001,9,-6.595,0,0.14,0.0822,0.000175,0.319,0.156,150.156,205984,4,51,51,0
358,2015,Jazmine Sullivan,Let It Burn,0.5589999999999999,0.56,8,-7.507999999999999,0,0.0375,0.264,0.0,0.11199999999999999,0.425,79.016,223093,4,55,64,0
359,2010,Steven Halpern,2nd Chakra: D 3.0,0.2,0.016,2,-24.708000000000002,1,0.0427,0.9840000000000001,0.953,0.128,0.0333,66.036,206947,4,33,56,0
360,2010,Deftones,You've Seen the Butcher,0.461,0.898,11,-4.302,1,0.0505,1.47e-05,0.563,0.203,0.39399999999999996,118.479,211147,4,47,69,0
361,2003,Nujabes,Highs 2 Lows (feat. Cise Starr from CYNE),0.7659999999999999,0.848,7,-7.296,1,0.111,0.541,1.0800000000000002e-05,0.0851,0.6759999999999999,100.995,277960,4,39,61,0
362,2012,Electric Guest,Amber,0.6609999999999999,0.5760000000000001,8,-8.388,0,0.0577,0.0433,0.519,0.184,0.794,78.012,230773,4,32,62,0
363,2000,Elton John,I Guess That's Why They Call It The Blues - Live,0.517,0.8859999999999999,0,-3.5810000000000004,1,0.0531,0.37799999999999995,0.0,0.943,0.5529999999999999,119.344,310427,3,26,81,0
364,2009,3OH!3,RICHMAN,0.648,0.782,5,-3.867,0,0.307,0.0049,0.0,0.7929999999999999,0.503,81.001,199600,4,27,65,0
365,2011,ScHoolboy Q,Birds & The Beez,0.5539999999999999,0.619,6,-10.628,0,0.26899999999999996,0.12,0.0,0.341,0.281,95.919,260026,5,55,78,0
366,2011,Positive Motion,Take You Higher,0.76,0.44799999999999995,0,-10.959000000000001,1,0.0667,0.0113,0.00335,0.10800000000000001,0.757,159.963,250938,4,40,34,0
367,2010,Chris Tomlin,I Lift My Hands,0.433,0.542,11,-5.5889999999999995,1,0.0264,0.157,6.56e-05,0.12,0.158,83.93799999999999,278013,4,49,71,0
368,2002,SR-71,My World,0.40299999999999997,0.794,8,-4.728,1,0.0554,6.890000000000001e-05,1.01e-05,0.107,0.45899999999999996,170.825,215000,4,28,46,0
369,2000,Songs: Ohia,Just A Spark,0.561,0.122,3,-14.474,0,0.0589,0.753,0.294,0.0973,0.223,143.953,139547,4,25,50,0
370,2009,Various Artists,Make Up Your Mind / Catch Me I'm Falling - Reprise,0.40700000000000003,0.179,7,-12.023,1,0.0707,0.888,0.0,0.115,0.326,188.334,100933,3,34,8,0
371,2006,Various Artists,Since I Don't Have You - Single Edit,0.799,0.524,7,-7.812,1,0.031,0.278,0.812,0.163,0.40299999999999997,125.023,213147,4,47,8,0
372,2016,T3R Elemento,5 Letras,0.672,0.48200000000000004,9,-9.769,1,0.0413,0.218,0.0,0.085,0.9359999999999999,120.725,193704,1,47,76,0
373,2006,Mat Kearney,In The Middle,0.537,0.805,5,-6.635,1,0.0479,0.245,8.609999999999999e-05,0.18,0.507,139.961,255053,4,28,65,0
374,2017,HoodRich Pablo Juan,Zambamafoo,0.8859999999999999,0.644,1,-9.283999999999999,1,0.284,0.0061600000000000005,0.0,0.161,0.664,119.992,173493,4,50,66,0
375,2016,James Arthur,Safe Inside,0.317,0.547,8,-6.5489999999999995,1,0.0366,0.187,0.0,0.121,0.11,117.33200000000001,222173,4,66,84,0
376,2004,Dem Franchize Boyz,Oh I Think Dey Like Me,0.805,0.644,7,-9.89,1,0.365,0.0006360000000000001,0.0,0.0834,0.735,166.123,273880,4,41,50,0
377,2008,The Firebirds,Run Around Sue,0.40700000000000003,0.395,6,-15.575,1,0.0711,0.33299999999999996,0.0,0.146,0.7859999999999999,173.293,151893,4,41,38,0
378,2001,Saves The Day,Cars & Calories,0.557,0.614,0,-6.545,1,0.0488,0.102,0.0,0.109,0.765,149.887,165000,4,33,52,0
379,2016,THEY.,Deep End - Tarro Remix,0.617,0.677,7,-5.2829999999999995,0,0.0708,0.257,3.15e-06,0.11599999999999999,0.0968,143.994,188333,4,51,68,0
380,2003,Here Come The Mummies,Attack Of The Wiener Man,0.594,0.731,4,-5.943,0,0.0546,0.0857,0.0,0.107,0.526,104.085,215813,4,25,39,0
381,2014,Colbie Caillat,Land Called Far Away,0.675,0.645,8,-7.547000000000001,1,0.0254,0.203,1.12e-05,0.0914,0.586,95.995,287147,4,37,74,0
382,2003,Funeral For A Friend,Red Is The New Black,0.423,0.789,1,-4.694,1,0.0461,0.0028899999999999998,1.13e-06,0.0763,0.452,174.513,314507,4,23,50,0
383,2012,Josh Abbott Band,My Texas (feat. Pat Green),0.516,0.765,2,-5.822,1,0.043,0.0923,2.1e-06,0.16,0.659,170.043,191120,4,52,59,0
384,2014,Wrabel,Into The Wild,0.605,0.65,11,-5.2989999999999995,0,0.0368,0.16899999999999998,0.004220000000000001,0.284,0.265,104.01299999999999,210013,4,44,66,0
385,2009,Beegie Adair,I've Got My Love To Keep Me Warm - Jazz Piano Christmas album version,0.611,0.242,5,-17.404,1,0.0337,0.536,0.9540000000000001,0.0969,0.449,78.375,198653,4,45,62,0
386,2005,Backstreet Boys,Siberia,0.58,0.48,5,-7.349,1,0.0241,0.11599999999999999,0.0,0.0643,0.46799999999999997,80.024,256013,4,39,80,0
387,2000,Soulfly,Mulambo,0.5760000000000001,0.971,1,-3.387,1,0.0693,4.94e-05,0.5539999999999999,0.499,0.642,99.956,259573,4,24,55,0
388,2017,Autograf,You Might Be (feat. Lils) - GoldFish Remix,0.764,0.6729999999999999,7,-7.843999999999999,1,0.0386,0.0036299999999999995,0.0119,0.21100000000000002,0.41,121.014,181663,4,62,60,0
389,2002,MC Chris,Hijack,0.6609999999999999,0.542,1,-8.082,1,0.313,0.0385,0.0,0.165,0.628,164.926,196000,4,31,43,0
390,2000,Da Vinci's Notebook,Jump In the Line,0.8690000000000001,0.594,6,-10.757,1,0.271,0.63,0.0,0.0376,0.816,127.166,202093,4,20,45,0
391,2017,Ty Dolla $ign,Dawsin's Breek (feat. Jeremih),0.907,0.7090000000000001,11,-3.339,1,0.0594,0.00963,4.44e-06,0.106,0.439,129.007,165200,4,52,89,0
392,2008,Various Artists,The Last Judgement,0.193,0.0315,9,-25.326999999999998,0,0.0332,0.983,0.848,0.087,0.0583,96.726,111533,4,54,8,0
393,2017,Future,Massage In My Room,0.799,0.426,1,-8.089,1,0.0727,0.0313,0.0015300000000000001,0.376,0.171,75.538,155456,4,47,92,0
394,2004,Nelly,Nobody Knows - Album Version / Explicit,0.831,0.514,11,-8.479,0,0.196,0.00894,0.0,0.314,0.89,143.97299999999998,277093,4,30,77,0
395,2013,Hiroyuki Sawano,Counter Attack-Mankind,0.345,0.8490000000000001,6,-9.816,0,0.0735,0.00658,0.875,0.36,0.185,110.009,366587,4,45,57,0
396,2007,Dave Matthews,"When the World Ends - Live at Radio City Music Hall, New York, NY - April 2007",0.511,0.762,2,-6.492999999999999,1,0.0702,0.611,0.0,0.8290000000000001,0.529,78.265,253040,4,34,70,0
397,2016,Rihanna,Kiss It Better,0.62,0.826,3,-4.76,0,0.0492,0.264,0.0,0.0637,0.835,95.006,253080,4,66,91,0
398,2008,Charlie Wilson,There Goes My Baby,0.596,0.8270000000000001,5,-4.455,1,0.0541,0.0846,0.0,0.382,0.662,81.01899999999999,207627,4,49,62,0
399,2009,Karen O And The Kids,Hideaway,0.245,0.22899999999999998,11,-15.65,1,0.0387,0.758,0.433,0.0977,0.0389,81.87899999999999,310920,4,40,38,0
400,2005,Alabama,Love in the First Degree,0.588,0.431,8,-11.880999999999998,1,0.0341,0.24,0.0,0.057,0.5579999999999999,104.39399999999999,198267,4,25,65,0
401,2009,Slum Village,Thelonious,0.894,0.604,11,-8.244,1,0.32799999999999996,0.0974,1.22e-05,0.39899999999999997,0.8320000000000001,95.162,269320,4,34,57,0
402,2004,Sammy Hagar,Your Love Is Driving Me Crazy,0.5429999999999999,0.755,4,-5.507999999999999,1,0.0385,0.132,4.76e-06,0.149,0.7140000000000001,146.96200000000002,210200,4,25,53,0
403,2008,Hercules & Love Affair,Blind - Radio Edit,0.716,0.914,7,-6.907,0,0.0341,0.00542,0.000218,0.0504,0.69,118.579,345560,4,59,57,0
404,2009,K-Paz De La Sierra,Como Un Tatuaje,0.679,0.718,0,-4.993,1,0.0762,0.363,0.0,0.312,0.9279999999999999,170.06099999999998,178107,4,41,58,0
405,2005,Barry Manilow,Looks Like We Made It,0.353,0.426,0,-10.082,1,0.027000000000000003,0.479,0.00274,0.094,0.49200000000000005,68.66199999999999,213560,4,33,63,0
406,2009,Keri Hilson,Turnin Me On - Original Clean,0.67,0.5820000000000001,1,-4.7669999999999995,1,0.0672,0.00329,3.67e-06,0.174,0.0942,159.937,247800,4,45,67,0
407,2013,Classixx,Holding On,0.716,0.871,10,-6.167999999999999,1,0.0729,0.00535,0.289,0.0464,0.894,123.00299999999999,380240,4,36,48,0
408,2015,Bob Moses,Before I Fall,0.5379999999999999,0.5820000000000001,9,-6.723,0,0.0396,0.163,2.64e-05,0.111,0.405,86.001,239373,4,43,61,0
409,2015,Machine Gun Kelly,Round Here,0.813,0.517,8,-8.795,1,0.0665,0.00329,1.91e-05,0.33299999999999996,0.0492,114.18799999999999,260467,4,44,79,0
411,2016,Lake Street Dive,I Don't Care About You,0.395,0.43799999999999994,4,-7.8229999999999995,0,0.0287,0.007640000000000001,2.72e-06,0.354,0.365,110.36,217680,1,42,64,0
412,2003,John Foxx,Here and Now,0.244,0.0185,0,-26.384,1,0.0345,0.99,0.91,0.0859,0.0533,69.593,239280,4,26,50,0
413,2004,Jimmy Eat World,Drugs Or Me,0.433,0.513,1,-7.044,1,0.0313,0.0006889999999999999,0.00317,0.322,0.036000000000000004,133.98,385760,4,33,68,0
414,2016,Twenty One Pilots,Cancer,0.652,0.295,2,-11.045,1,0.0477,0.281,1.0300000000000001e-05,0.0809,0.196,75.065,236827,4,67,89,0
