,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature,Track_Popularity,Artist_Popularity,Hot
4897,2003,Gordon Lightfoot,Ribbon Of Darkness,0.536,0.35600000000000004,2,-12.094000000000001,1,0.0286,0.745,1.03e-06,0.13699999999999998,0.705,107.792,163240,4,33,60,0
4898,2009,The Wizards,Straight Outta Mordor,0.866,0.71,6,-7.23,1,0.341,0.0666,0.0,0.111,0.628,149.82299999999998,208467,4,28,40,0
4899,2002,Rilo Kiley,A Better Son/Daughter,0.479,0.424,4,-10.919,1,0.0404,0.0742,0.91,0.184,0.0473,113.931,279067,3,49,52,0
4900,2016,The Head and the Heart,All We Ever Knew,0.48700000000000004,0.7240000000000001,0,-5.905,1,0.0289,0.00224,1.0300000000000001e-05,0.213,0.546,102.03,225560,4,66,70,0
4901,2005,Dave Matthews Band,American Baby,0.6920000000000001,0.8220000000000001,7,-4.315,1,0.0349,0.0019199999999999998,0.00206,0.0819,0.856,120.741,275053,4,36,70,0
4902,2001,Aesop Rock,Labor,0.629,0.5920000000000001,8,-8.741,0,0.47600000000000003,0.552,0.007909999999999999,0.131,0.883,79.727,152827,4,40,59,0
4903,2011,Justin Bieber,Only Thing I Ever Get For Christmas,0.478,0.63,10,-8.032,1,0.0518,0.217,0.0,0.111,0.324,84.822,192160,4,39,90,0
4904,2001,Sonido Mazter,No Llorare,0.805,0.852,7,-6.481,0,0.0293,0.124,3.24e-05,0.32299999999999995,0.9079999999999999,105.31700000000001,170213,4,29,45,0
4905,2015,Various Artists,The Hum,0.7290000000000001,0.9470000000000001,11,-3.103,0,0.0458,0.21100000000000002,0.8220000000000001,0.36700000000000005,0.209,130.005,211000,4,51,8,0
4906,2007,Tracy Lawrence,How A Cowgirl Says Goodbye,0.49,0.7120000000000001,5,-6.699,1,0.0313,0.475,4.74e-06,0.258,0.708,191.092,210933,3,33,63,0
4907,2007,The Fratellis,Doginabag,0.439,0.8809999999999999,7,-5.952999999999999,1,0.0772,0.00941,0.0,0.24,0.44799999999999995,123.523,200960,4,30,65,0
4908,2017,Cristopher Varela,Memories (Top Gun),0.7659999999999999,0.042,0,-14.217,1,0.0455,0.955,0.9159999999999999,0.11199999999999999,0.061,66.915,168441,4,53,50,0
4909,2007,John Maus,Heaven Is Real,0.508,0.528,9,-11.062999999999999,0,0.0561,0.272,0.976,0.175,0.696,159.924,255827,4,29,55,0
4910,2016,Marshmello,Alone (Slushii Remix),0.614,0.956,7,-2.693,0,0.057,0.0307,0.00316,0.0854,0.19899999999999998,150.05,259212,4,58,90,0
4911,2001,Various Artists,Candy,0.525,0.934,7,-4.495,1,0.0583,0.0429,6.94e-06,0.359,0.5920000000000001,102.432,210640,4,31,8,0
4912,2008,Cinematic Sunrise,You Told Me You Loved Me,0.3,0.324,9,-7.026,1,0.0284,0.718,0.0,0.249,0.294,144.57299999999998,266493,3,29,28,0
4913,2011,Various Artists,Yo Vencere,0.39299999999999996,0.76,7,-4.231,1,0.0913,0.536,0.0,0.11900000000000001,0.48200000000000004,175.44400000000002,300867,3,33,8,0
4914,2006,Chuck Berry,Roll Over Beethoven - Single Version,0.722,0.88,3,-6.559,1,0.207,0.8340000000000001,0.0,0.275,0.8370000000000001,92.64399999999999,143293,4,32,69,0
4915,2002,All That Remains,Erase,0.298,0.9159999999999999,11,-7.432,0,0.0843,3.5799999999999996e-05,0.0306,0.11,0.162,110.34200000000001,374653,4,25,66,0
4916,2004,Petey Pablo,Freek-A-Leek (Remix),0.812,0.6609999999999999,2,-4.488,1,0.13,0.0174,0.0,0.133,0.325,105.03,245707,4,36,59,0
4917,2010,Black Label Society,Riders Of The Damned,0.405,0.965,0,-3.64,1,0.124,0.114,1.2e-05,0.9490000000000001,0.153,150.026,203587,4,27,60,0
4918,2006,Tye Tribbett,Hallelujah To Your Name - Live,0.35600000000000004,0.8059999999999999,11,-4.586,1,0.0742,0.0141,0.0,0.27399999999999997,0.43,121.956,327400,4,23,53,0
4919,2008,Gail Jhonson,Pacific Breeze,0.773,0.46399999999999997,5,-9.922,0,0.0311,0.188,0.943,0.11,0.851,97.465,224840,4,41,34,0
4920,2013,Michael Bublé,Something Stupid - feat. Reese Witherspoon,0.573,0.7190000000000001,5,-5.502000000000001,1,0.026000000000000002,0.5720000000000001,0.0005549999999999999,0.332,0.5479999999999999,99.34899999999999,177627,4,40,86,0
4921,2015,Eryn Allen Kane,Have Mercy,0.43200000000000005,0.43700000000000006,8,-6.335,0,0.0484,0.938,0.0,0.125,0.27399999999999997,107.59200000000001,280371,4,53,55,0
4922,2014,Courtney Barnett,Anonymous Club,0.387,0.278,4,-11.549000000000001,1,0.0277,0.46299999999999997,0.0127,0.111,0.0371,95.729,350853,4,38,62,0
4923,2012,Nicki Minaj,Champion,0.469,0.69,1,-4.758,1,0.0357,0.00584,0.0,0.455,0.0493,164.09400000000002,296040,4,31,95,0
4924,2002,Orquesta Melao,Yolanda,0.682,0.6859999999999999,4,-6.282,0,0.048,0.33,8.02e-06,0.15,0.889,170.285,174987,4,34,26,0
4925,2006,Reel Big Fish,Take On Me,0.436,0.898,9,-6.652,1,0.0567,0.00031299999999999996,3.9200000000000004e-05,0.48100000000000004,0.885,105.084,182040,4,29,59,0
4926,2006,Frankie Ruiz,Bailando,0.727,0.705,7,-8.197000000000001,0,0.0516,0.337,0.000698,0.0962,0.9690000000000001,185.296,292307,4,34,60,0
4927,2017,Mac DeMarco,One More Love Song,0.693,0.322,9,-11.224,0,0.0314,0.77,0.506,0.0939,0.518,141.042,241067,4,50,73,0
4928,2003,Tomcraft,Loneliness - Radio Cut,0.629,0.914,6,-7.343999999999999,0,0.0382,0.0343,0.531,0.095,0.7240000000000001,131.961,228653,4,49,40,0
4929,2005,John Stewart,Gold,0.6920000000000001,0.598,9,-7.893,0,0.0373,0.46399999999999997,1.2e-06,0.0926,0.519,124.045,244133,4,41,31,0
4930,2009,Sugarland,Nuttin' For Christmas,0.655,0.853,0,-5.997000000000001,1,0.0365,0.135,0.0,0.18600000000000003,0.753,120.96799999999999,203320,4,34,64,0
4931,2003,Eagles,I Can't Tell You Why - Remastered,0.7070000000000001,0.34600000000000003,11,-12.397,0,0.0251,0.69,0.145,0.1,0.49,85.094,295050,4,41,78,0
4932,2001,D12,Fight Music,0.753,0.845,0,-3.305,1,0.276,0.0556,0.0,0.33299999999999996,0.79,89.529,261093,4,63,67,0
4933,2012,The Lower Lights,God Be With You Till We Meet Again,0.35,0.121,0,-15.074000000000002,1,0.0342,0.922,6.92e-06,0.11,0.134,139.981,228387,4,32,41,0
4934,2013,John Newman,Love Me Again,0.495,0.894,2,-4.814,0,0.0441,0.004529999999999999,0.000596,0.10300000000000001,0.213,126.03,239894,4,62,70,0
4935,2001,Delinquent Habits,House of the Rising Drum,0.746,0.863,6,-7.723,0,0.171,0.00809,6.01e-05,0.57,0.8690000000000001,104.37200000000001,202267,4,33,51,0
4936,2004,Various Artists,Still Running,0.467,0.907,8,-4.535,1,0.0494,0.00375,0.0127,0.0621,0.59,135.329,191360,4,26,8,0
4937,2009,DaCav5,Tetris,0.474,0.937,6,-5.502000000000001,1,0.299,0.0192,0.0,0.5429999999999999,0.42100000000000004,152.142,179515,5,48,36,0
4938,2016,Sinach,Waymaker (Live),0.336,0.769,11,-6.279,1,0.0622,0.359,0.0,0.909,0.28800000000000003,120.0,500500,4,45,48,0
4939,2007,Angus & Julia Stone,Mango Tree,0.5920000000000001,0.426,2,-15.107000000000001,0,0.0305,0.8320000000000001,0.0908,0.115,0.285,107.74700000000001,225667,4,48,74,0
4940,2012,Canserbero,Maquiavélico,0.5539999999999999,0.868,11,-5.386,1,0.11599999999999999,0.544,0.0,0.142,0.402,92.90700000000001,284709,4,48,73,0
4941,2009,Various Artists,Winter Wonderland,0.62,0.889,2,-5.195,1,0.0431,0.11599999999999999,0.0,0.0651,0.765,120.975,160907,4,26,8,0
4942,2007,Queens of the Stone Age,"Sick, Sick, Sick",0.4,0.987,5,-3.284,1,0.11599999999999999,0.23199999999999998,0.001,0.5329999999999999,0.161,192.83700000000002,214733,4,44,73,0
4943,2005,Unwritten Law,Celebration Song,0.39299999999999996,0.9590000000000001,1,-4.343,1,0.10800000000000001,4e-05,0.0005690000000000001,0.1,0.61,185.226,219382,4,50,48,0
4944,2006,Rebelution,What I Know,0.4,0.664,1,-6.972,0,0.0777,0.142,0.0,0.11,0.765,174.679,233827,4,27,68,0
4945,2002,Sugababes,Shape,0.685,0.6940000000000001,6,-6.8420000000000005,0,0.0748,0.124,1.7e-05,0.0857,0.7090000000000001,84.01700000000001,253947,4,35,65,0
4946,2007,Kenny Chesney,Wife And Kids,0.527,0.557,9,-8.318999999999999,1,0.0575,0.193,6.57e-06,0.122,0.38,167.877,262853,4,28,75,0
4948,2008,Lisa Hannigan,I Don't Know,0.6809999999999999,0.475,1,-11.262,1,0.0489,0.14,0.00398,0.25,0.27699999999999997,92.02,296667,4,43,61,0
4949,2016,Drake,U With Me?,0.419,0.414,6,-11.448,0,0.132,0.363,1.1e-05,0.141,0.129,79.542,297373,4,46,100,0
4950,2011,Spraynard,"Spooky, Scary",0.578,0.7709999999999999,3,-5.263,1,0.0414,0.00372,0.000892,0.0672,0.9520000000000001,99.163,121347,4,29,34,0
4951,2004,"Banda El Recodo, La Arrolladora Banda El Limon",El Bomboncito,0.722,0.575,0,-8.8,0,0.077,0.355,2.13e-05,0.0658,0.975,80.655,164053,4,32,23,0
4953,2008,Various Artists,Every Rose Has Its Thorn - 2003 - Remaster,0.5489999999999999,0.5710000000000001,6,-7.104,1,0.0308,0.27699999999999997,5.49e-06,0.36200000000000004,0.318,140.32,260853,4,35,8,0
4954,2009,Jonny Craig,What I Would Give To Be Australian,0.541,0.968,4,-3.3569999999999998,0,0.0566,0.00657,0.0,0.19899999999999998,0.659,102.044,247093,4,33,46,0
4955,2003,Tyrone Davis,Come To Daddy,0.745,0.406,11,-8.6,1,0.0257,0.63,2.8000000000000003e-05,0.107,0.821,106.23100000000001,190027,3,21,43,0
4956,2008,Hookoa,Need Me (Every Night),0.698,0.503,7,-7.849,1,0.0329,0.466,3.05e-06,0.114,0.937,145.782,293585,4,34,27,0
4957,2016,NGHTMRE,GUD VIBRATIONS,0.514,0.924,8,-5.417000000000001,1,0.052000000000000005,0.00020800000000000001,0.805,0.0684,0.0675,151.994,224211,4,62,68,0
4958,2013,Motionless In White,Sick From The Melt,0.462,0.9079999999999999,7,-7.356,1,0.0831,0.000123,0.525,0.10400000000000001,0.145,105.02,204314,4,37,62,0
4959,2002,Stevie Wonder,Do I Do - Single Version,0.7090000000000001,0.8690000000000001,11,-10.262,1,0.0501,0.0735,1.04e-05,0.305,0.887,113.271,303133,4,32,78,0
4960,2013,Various Artists,Oh Santa!,0.659,0.9,11,-4.624,1,0.168,0.019,3.5799999999999996e-05,0.315,0.593,78.484,211213,4,47,8,0
4961,2005,Cumbia Sonidera,El Verde De Tus Ojos,0.7120000000000001,0.695,2,-3.87,0,0.132,0.0342,0.773,0.0909,0.8320000000000001,187.84900000000002,252387,4,25,38,0
4962,2017,Trippie Redd,Can You Rap Like Me?,0.522,0.521,10,-13.095999999999998,0,0.868,0.247,0.0,0.125,0.6829999999999999,173.739,162759,4,58,91,0
4963,2004,Crime Mob,Ellenwood Area,0.713,0.7490000000000001,1,-3.9930000000000003,0,0.179,0.0166,3.5e-06,0.0464,0.7290000000000001,145.003,267560,4,29,54,0
4964,2013,The Story So Far,The Glass,0.32899999999999996,0.986,1,-4.0,1,0.0961,5.98e-05,0.0,0.098,0.364,195.984,167888,4,48,67,0
4965,2009,Bedtime Baby,Nap Time,0.47200000000000003,0.114,0,-16.445999999999998,1,0.0522,0.992,0.9359999999999999,0.0897,0.177,130.472,131266,4,45,63,0
4966,2001,Drowning Pool,Sermon,0.54,0.873,5,-5.257000000000001,1,0.0406,0.00011,0.00441,0.205,0.375,105.87799999999999,259373,4,35,65,0
4967,2014,Catfish and the Bottlemen,26,0.38799999999999996,0.862,8,-3.463,0,0.0479,1.4599999999999999e-05,0.000127,0.0816,0.45799999999999996,155.11700000000002,219227,4,52,68,0
4968,2005,Diana Krall,Let It Snow,0.5589999999999999,0.485,5,-6.7379999999999995,1,0.0702,0.36700000000000005,0.0,0.1,0.5920000000000001,147.251,241240,4,50,69,0
4969,2011,Glee Cast,"Hey, Soul Sister (Glee Cast Version)",0.665,0.5329999999999999,2,-6.112,1,0.0279,0.589,0.0,0.225,0.629,97.035,220547,4,45,78,0
4970,2003,Charizma,Methods,0.7440000000000001,0.602,10,-8.817,1,0.0734,0.0505,6.32e-06,0.111,0.606,83.985,247480,4,39,36,0
4971,2012,K. Michelle,Kiss My Ass,0.525,0.75,8,-6.582000000000001,0,0.0978,0.00373,0.000239,0.0768,0.523,171.798,238178,4,41,61,0
4972,2005,The Rascals,What Is The Reason - Single Version,0.5379999999999999,0.628,0,-11.53,1,0.0321,0.0309,0.00011,0.0997,0.884,125.975,143133,4,30,48,0
4973,2003,Brian McKnight,All Night Long,0.862,0.618,5,-6.922999999999999,0,0.179,0.0209,0.0,0.115,0.746,97.96799999999999,255760,4,38,64,0
4974,2008,Miranda!,Perfecta,0.648,0.727,0,-5.45,1,0.0361,0.17800000000000002,0.0,0.335,0.8390000000000001,169.94099999999997,225413,4,66,77,0
4975,2014,Pleasure P,Start Over,0.6409999999999999,0.647,1,-7.9110000000000005,1,0.0683,0.182,0.0,0.122,0.35600000000000004,80.007,256747,4,58,63,0
4976,2005,Los Altenos De La Sierra,La Iguana - Version Ranchera,0.7809999999999999,0.633,4,-9.187000000000001,1,0.23399999999999999,0.00514,0.0,0.0768,0.857,122.833,143960,4,31,43,0
4977,2015,Wale,The Intro About Nothing,0.49,0.61,9,-8.193999999999999,1,0.5579999999999999,0.392,0.0,0.28600000000000003,0.835,91.31700000000001,260392,4,38,76,0
4978,2013,The National,Humiliation,0.469,0.7020000000000001,5,-8.596,0,0.0423,0.7759999999999999,0.253,0.254,0.433,167.755,300733,4,49,71,0
4979,2012,Chief Keef,Laughin' To The Bank,0.7290000000000001,0.8390000000000001,11,-6.575,0,0.264,0.053,0.0,0.444,0.54,129.933,227120,4,40,75,0
4980,2014,Good Morning,Wednesday,0.579,0.58,6,-8.882,0,0.0246,0.325,0.0206,0.106,0.7340000000000001,76.029,143468,4,53,58,0
4981,2014,Kings Kaleidoscope,Dreams,0.293,0.528,2,-9.602,1,0.0401,0.0437,0.0343,0.107,0.23800000000000002,174.187,194213,4,33,54,0
4982,2017,Tigers Jaw,Escape Plan,0.507,0.662,0,-6.457999999999999,1,0.0278,0.0148,0.000362,0.311,0.153,103.435,232920,4,45,56,0
4983,2004,Rilo Kiley,It Just Is,0.46399999999999997,0.313,9,-8.277000000000001,0,0.028999999999999998,0.17300000000000001,0.000105,0.185,0.22899999999999998,132.862,146173,4,30,52,0
4984,2014,"Earth, Wind & Fire",Boogie Wonderland,0.802,0.763,2,-10.785,0,0.0359,0.0895,0.0088,0.0283,0.963,131.716,288600,4,48,75,0
4985,2002,Red Hot Chili Peppers,Tear,0.5,0.513,9,-4.725,0,0.03,0.0929,2.87e-06,0.106,0.256,131.47299999999998,317027,4,47,85,0
4986,2013,Bad Religion,Robin Hood in Reverse,0.402,0.992,0,-3.362,1,0.155,0.00011,3.46e-06,0.292,0.319,164.984,173213,4,40,65,0
4987,2012,Arctic Monkeys,R U Mine?,0.52,0.785,6,-4.765,0,0.0329,0.0468,0.0,0.698,0.679,96.99600000000001,200188,4,35,85,0
4988,2007,Eddie Vedder,Hard Sun,0.439,0.83,8,-6.502999999999999,1,0.0328,0.0586,0.000407,0.303,0.6629999999999999,143.372,322080,4,64,65,0
4989,2002,Fred Hammond,Show Yourself Strong,0.5710000000000001,0.89,11,-3.611,1,0.14400000000000002,0.043,0.0,0.11800000000000001,0.5670000000000001,96.01899999999999,294093,4,29,55,0
4991,2003,Puddle Of Mudd,Sydney,0.49200000000000005,0.799,6,-4.086,1,0.0456,0.00331,4.86e-06,0.11699999999999999,0.488,147.44299999999998,296867,4,21,65,0
4992,2017,Alta Consigna,Hazme el Favor,0.611,0.359,5,-7.431,1,0.0314,0.557,0.0,0.17,0.5579999999999999,129.725,197653,4,53,68,0
4994,2008,Hilary Duff,Wake Up,0.612,0.867,4,-4.043,1,0.0581,0.0892,2.74e-06,0.191,0.237,119.995,218640,4,27,61,0
4995,2000,Paul Anka,Cinderella,0.547,0.542,8,-9.107000000000001,1,0.0275,0.451,0.0,0.161,0.893,98.055,123627,4,27,63,0
4996,2001,Electric Light Orchestra,Easy Money,0.49700000000000005,0.818,6,-3.478,0,0.0467,0.11900000000000001,0.00472,0.16399999999999998,0.5379999999999999,128.613,171280,4,25,74,0
4997,2004,Various Artists,"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",0.257,0.17800000000000002,1,-16.183,1,0.0427,0.925,0.000392,0.11199999999999999,0.24600000000000002,78.883,214880,3,31,8,0
4998,2003,Patsy Cline,You're Stronger Than Me - Non-Orchestra Version,0.56,0.247,8,-11.290999999999999,1,0.031,0.88,3.85e-05,0.162,0.583,103.318,172000,4,21,59,0
4999,2010,Banda Sinaloense El Recodo De Cruz Lizarraga,Dos Botellas De Mezcal,0.507,0.637,8,-2.305,1,0.0671,0.73,0.0,0.121,0.975,200.44400000000002,195040,3,27,44,0
5000,2002,Kirk Franklin,Always,0.43799999999999994,0.474,5,-7.966,1,0.0389,0.267,0.0,0.083,0.158,72.59100000000001,404600,4,34,64,0
5001,2008,Andrew Shapiro,Mint Green,0.171,0.196,9,-20.159000000000002,1,0.0351,0.992,0.9279999999999999,0.107,0.04,171.968,369747,3,26,20,0
5002,2003,Stacie Orrico,I Promise,0.5489999999999999,0.8190000000000001,7,-3.801,1,0.0542,0.196,0.0,0.153,0.418,80.046,257213,4,37,50,0
5003,2013,HAIM,Honey & I,0.436,0.809,2,-6.422999999999999,1,0.053,0.0937,0.0028899999999999998,0.179,0.7609999999999999,159.596,250133,4,42,66,0
5004,2013,Scale The Summit,Odyssey,0.317,0.853,7,-4.534,1,0.0957,0.00036,0.758,0.114,0.17600000000000002,126.086,312520,4,36,43,0
5005,2012,Alan Silvestri,Assemble,0.168,0.498,5,-11.925,1,0.0848,0.21899999999999997,0.83,0.15,0.0895,80.84,271853,3,37,64,0
5006,2015,Beartooth,Beaten in Lips,0.467,0.973,5,-3.01,0,0.136,0.00106,0.0,0.358,0.6990000000000001,160.066,212732,4,46,68,0
5007,2015,Surf Curse,Ponyboy,0.45,0.899,11,-10.512,1,0.0585,0.000392,1.15e-06,0.0404,0.71,169.407,160432,4,39,52,0
5008,2017,DPR LIVE,Know Me,0.703,0.888,8,-4.736000000000001,1,0.254,0.187,0.0,0.306,0.467,134.162,204219,4,54,59,0
5009,2012,"Right Away, Great Captain!",Blame,0.58,0.0527,7,-17.393,1,0.0504,0.743,0.0,0.0995,0.381,129.982,226893,4,36,41,0
5010,2010,Dixie Chicks,Some Days You Gotta Dance,0.626,0.905,4,-8.079,1,0.0685,0.282,0.00045599999999999997,0.0357,0.9159999999999999,170.146,147400,4,35,68,0
5011,2005,Avenged Sevenfold,M.I.A.,0.213,0.805,2,-5.211,0,0.0613,0.00702,0.0005610000000000001,0.11800000000000001,0.133,164.952,526013,4,55,77,0
5012,2010,Ascend The Hill,The Love of God,0.401,0.722,2,-5.816,1,0.0518,0.000852,4.05e-06,0.0664,0.175,120.11,313173,4,32,42,0
5013,2006,A.B. Quintanilla III,Mami,0.753,0.976,5,-4.587,1,0.0556,0.0506,0.00024300000000000002,0.34299999999999997,0.938,119.064,228267,4,37,57,0
5014,2012,La Quinta Estacion,Daría,0.595,0.866,5,-4.27,1,0.0352,0.00112,9.16e-06,0.0681,0.76,132.946,222920,4,42,66,0
5015,2001,Ani DiFranco,Marrow,0.52,0.182,5,-12.755999999999998,0,0.0336,0.722,0.0016699999999999998,0.0829,0.363,134.887,319733,3,24,52,0
5016,2005,Shakira,La Pared,0.755,0.688,8,-7.101,1,0.0329,0.638,0.0035399999999999997,0.102,0.615,129.015,199173,4,55,86,0
5017,2000,Grandaddy,Hewletts Daughter,0.62,0.6409999999999999,7,-8.831,1,0.0264,0.105,9.05e-06,0.353,0.657,105.039,185267,4,31,49,0
5018,2015,Virlan Garcia,A Lo Que Voy,0.792,0.382,7,-6.421,1,0.0351,0.6679999999999999,0.0,0.115,0.741,119.881,184111,3,60,73,0
5019,2013,Christina Grimmie,Tell My Mama,0.6459999999999999,0.9109999999999999,6,-3.065,1,0.0382,0.0146,1.0800000000000002e-05,0.35,0.8959999999999999,133.018,199073,4,40,56,0
5020,2004,Three Dog Night,Shambala - Single Version,0.61,0.7440000000000001,9,-8.359,1,0.0304,0.309,0.00282,0.375,0.841,126.515,205560,4,26,60,0
5021,2009,Britt Nicole,Welcome To The Show,0.409,0.826,11,-2.762,0,0.067,0.00198,1.31e-06,0.201,0.583,180.093,202307,4,42,59,0
5022,2004,Nicole Wray,If I Was Your Girlfriend - Main,0.797,0.7659999999999999,1,-9.888,1,0.149,0.126,1.47e-05,0.113,0.797,108.045,191560,4,23,40,0
5023,2007,Big Business,Grounds for Divorce,0.255,0.975,5,-4.67,0,0.17600000000000002,0.00418,7.48e-06,0.0972,0.21899999999999997,146.851,330507,4,27,34,0
5024,2001,TKKG,128 - Die Gehilfen des Terrors - Teil 37,0.7509999999999999,0.596,5,-10.885,0,0.941,0.271,0.0,0.521,0.42200000000000004,46.646,74053,4,24,76,0
5025,2011,Ramin Djawadi,"Love In The Eyes - From The ""Game Of Thrones"" Soundtrack",0.191,0.124,0,-23.745,0,0.038,0.6409999999999999,0.915,0.0868,0.0322,140.083,240493,3,40,74,0
5027,2013,Skillet,My Religion,0.556,0.937,0,-3.765,1,0.0463,0.0126,0.0,0.304,0.569,104.955,252587,4,39,75,0
5028,2002,John Williams,"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",0.11599999999999999,0.13,0,-18.278,1,0.0355,0.774,0.914,0.111,0.0666,80.611,333347,4,55,76,0
5029,2007,Voltio,Pónmela,0.85,0.9159999999999999,4,-4.446000000000001,0,0.08,0.35,0.00159,0.11,0.706,120.00299999999999,240960,4,32,55,0
5030,2016,Niykee Heaton,Infinity,0.612,0.36200000000000004,2,-7.763999999999999,1,0.0291,0.5429999999999999,0.0,0.0982,0.153,115.025,282853,4,52,65,0
5031,2006,Dixie Chicks,The Long Way Around,0.599,0.87,0,-3.377,1,0.0367,0.42700000000000005,1.11e-05,0.15,0.249,128.454,272900,4,47,68,0
5032,2000,Nadama,Waves of Love,0.42100000000000004,0.08199999999999999,7,-16.277,1,0.0369,0.971,0.9,0.244,0.0702,143.916,313227,4,37,49,0
5033,2007,Chicos de Barrio,La celosa,0.835,0.841,0,-7.349,1,0.0405,0.22399999999999998,0.00933,0.0704,0.973,120.72399999999999,180067,4,29,51,0
5034,2000,P!nk,Is It Love,0.7929999999999999,0.547,2,-6.985,1,0.0718,0.00214,0.028999999999999998,0.0599,0.779,97.334,218133,4,27,83,0
5035,2003,Johnny Cash,The Man Comes Around - Early Take,0.785,0.488,0,-12.587,1,0.0528,0.406,1.57e-05,0.0888,0.8959999999999999,101.807,229600,4,32,78,0
5036,2012,T-ara,DAY BY DAY,0.757,0.636,1,-3.137,0,0.0466,0.7020000000000001,9.62e-06,0.20600000000000002,0.675,117.961,209880,4,44,54,0
5037,2013,Cold War Kids,Loner Phase,0.56,0.8440000000000001,7,-7.28,1,0.0786,0.00951,0.0529,0.11,0.47,119.961,186507,4,31,66,0
5038,2008,The Brothers Of Soul,A Lifetime,0.622,0.355,3,-12.243,0,0.0357,0.768,1.9e-06,0.16399999999999998,0.622,77.915,178427,4,32,29,0
5039,2008,Justin Nozuka,Golden Train,0.495,0.35100000000000003,1,-9.315,1,0.035,0.6709999999999999,0.0,0.218,0.34600000000000003,128.849,182773,4,32,53,0
5040,2006,Marianas Trench,Decided To Break It,0.494,0.853,2,-5.497000000000001,1,0.0437,0.0206,0.0,0.07200000000000001,0.831,148.063,142987,4,37,62,0
5041,2016,What So Not,Adieu,0.518,0.531,4,-9.296,0,0.0334,0.177,0.0024100000000000002,0.0674,0.14300000000000002,144.097,100733,4,48,64,0
5042,2007,Interpol,Mammoth,0.449,0.9740000000000001,2,-4.124,1,0.0473,0.000315,0.6659999999999999,0.301,0.38,134.162,253307,4,42,70,0
5043,2003,Mark Ronson,"Ooh Wee (feat. Ghostface Killah, Nate Dogg, Trife & Saigon)",0.727,0.961,4,-3.761,0,0.098,0.0278,7.85e-06,0.33399999999999996,0.8,105.031,209627,4,50,81,0
5044,2017,Billie Eilish,Six Feet Under - BLU J Remix,0.69,0.83,11,-5.94,0,0.0397,0.0407,0.0023,0.12,0.107,128.029,215625,4,56,92,0
5045,2014,Hillsong United,Océanos (Donde Mis Pies Pueden Fallar),0.28300000000000003,0.48,2,-7.662000000000001,1,0.0301,0.406,0.0,0.0932,0.159,124.689,259053,4,38,74,0
5046,2011,WWE,The Game (Triple H),0.34,0.935,8,-7.143,1,0.0972,0.00249,0.0,0.0824,0.289,170.27200000000002,211127,4,57,67,0
5047,2005,Unwrapped,21 Questions,0.6579999999999999,0.6759999999999999,8,-6.047000000000001,0,0.0313,0.386,0.193,0.12300000000000001,0.59,93.99799999999999,266733,4,26,37,0
5048,2011,The Temptations,I Want A Love I Can See,0.669,0.659,11,-5.461,0,0.038,0.43200000000000005,0.0,0.659,0.9740000000000001,111.316,151827,4,40,70,0
5049,2003,The Cardigans,Live And Learn,0.604,0.701,2,-6.242000000000001,1,0.0259,0.00066,9.06e-06,0.0793,0.579,109.45299999999999,256160,4,43,65,0
5050,2009,Andy Boy,Dem Bow,0.8190000000000001,0.882,11,-5.041,1,0.0657,0.15,1.49e-06,0.0938,0.688,96.99,244872,4,46,48,0
5051,2008,Zaho,C'est chelou,0.857,0.804,10,-4.52,0,0.149,0.138,0.004220000000000001,0.0336,0.9159999999999999,94.993,216973,4,47,52,0
5052,2006,Los Yes Yes,El Verde De Tus Ojos,0.7859999999999999,0.498,2,-8.421,0,0.0342,0.177,0.00011999999999999999,0.16899999999999998,0.733,85.00299999999999,317627,4,39,45,0
5053,2003,Electric Six,Gay Bar,0.4,0.975,7,-5.237,1,0.0987,0.00011399999999999999,0.000624,0.152,0.32,171.963,140907,4,52,53,0
5054,2002,Ligabue,Eri bellissima,0.423,0.8590000000000001,7,-5.107,1,0.0397,0.611,2.49e-06,0.221,0.677,186.34,235960,4,53,64,0
5055,2009,Gerome Ragni,Good Morning Starshine,0.535,0.532,5,-9.297,1,0.0513,0.7659999999999999,0.0,0.0644,0.8490000000000001,130.796,149093,4,34,22,0
5056,2001,Boyz II Men,One Sweet Day,0.568,0.469,1,-9.815,1,0.0321,0.405,0.0,0.0834,0.292,128.202,281507,4,38,71,0
5057,2008,Afroman,Idaho,0.7609999999999999,0.309,0,-8.316,0,0.121,0.218,2.48e-06,0.0641,0.2,149.781,359800,4,30,62,0
5058,2003,Alberto Pedraza,Baila Mi Rumba,0.841,0.517,0,-8.88,1,0.0437,0.0202,2.32e-06,0.0976,0.94,97.499,249334,4,24,52,0
5059,2008,Eric Benét,Chocolate Legs,0.755,0.324,5,-6.263,0,0.248,0.655,3.65e-06,0.113,0.40299999999999997,144.06799999999998,268920,4,35,56,0
5060,2017,Trey Songz,Break From Love,0.33399999999999996,0.327,0,-8.454,1,0.0388,0.85,0.0,0.10300000000000001,0.589,81.204,224320,4,54,79,0
5061,2004,Фактор 2,Война,0.736,0.6890000000000001,5,-6.651,0,0.025,0.0446,0.0,0.131,0.7709999999999999,104.93700000000001,215693,4,37,41,0
