,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature,Track_Popularity,Artist_Popularity,main_genre
42,1960,Brenda Lee,I Want to Be Wanted,0.546,0.296,7,-13.997,1,0.0315,0.753,0.00355,0.124,0.263,105.649,192520,3,32,67,rock
43,1960,The Fendermen,Mule Skinner Blues,0.51,0.592,4,-6.387,1,0.0384,0.814,0.0,0.0933,0.545,128.876,148333,4,27,19,
44,1960,Johnny Preston,Cradle of Love,0.477,0.506,6,-11.669,0,0.0696,0.683,2.15e-05,0.0538,0.868,174.525,140320,4,30,34,
45,1960,Marv Johnson,You Got What It Takes,0.697,0.597,7,-13.186,1,0.103,0.752,0.0,0.337,0.959,136.397,163387,4,20,27,
46,1960,Hank Locklin,"Please Help Me, Im Falling",0.552,0.336,7,-10.712,1,0.0311,0.828,0.0,0.324,0.553,105.479,141467,4,49,47,
47,1960,Ron Holden,Love You So,0.634,0.275,3,-11.417,1,0.0348,0.89,0.00111,0.137,0.581,127.294,208040,4,18,13,
48,1960,Hank Ballard and The Midnighters,Finger Poppin Time,0.491,0.591,0,-13.492,1,0.0363,0.112,0.00564,0.19,0.686,78.009,111827,4,7,28,
49,1960,The Platters,Harbor Lights,0.26,0.29,5,-13.38,1,0.0293,0.913,0.000649,0.153,0.303,78.797,194867,4,36,64,
50,1960,Billy Bland,Let the Little Girl Dance,0.585,0.527,5,-9.551,1,0.0716,0.255,0.0,0.361,0.965,143.418,143099,4,20,13,
51,1960,Jeanne Black,Hell Have to Stay,0.354,0.179,10,-9.088,1,0.0355,0.953,2.54e-06,0.114,0.427,166.375,164440,3,20,10,
52,1960,Ferrante & Teicher,Theme From The Apartment,0.886,0.399,2,-13.913,0,0.0599,0.295,0.254,0.0974,0.723,118.949,147467,4,12,38,
53,1960,Bobby Rydell,Volare,0.512,0.64,9,-6.125,0,0.0345,0.67,0.0,0.128,0.862,129.612,146067,4,44,45,rock
54,1960,Jimmy Charles,A Million to One,0.285,0.199,10,-16.101,1,0.0328,0.72,0.0,0.254,0.454,102.838,152360,3,19,13,
55,1960,Andy Williams,The Village of St. Bernadette,0.235,0.198,8,-14.609,1,0.03,0.912,1.63e-06,0.25,0.229,87.256,203600,3,21,70,jazz
56,1960,Bill Blacks Combo,White Silver Sands,0.895,0.608,0,-7.224,1,0.0391,0.558,0.14,0.0659,0.96,117.705,154427,4,12,22,
58,1960,Bobby Vee,Devil or Angel,0.409,0.258,5,-15.453,1,0.0438,0.82,0.0,0.157,0.639,78.272,140040,3,28,53,
59,1960,The Four Preps,Down by the Station,0.754,0.442,3,-15.178,1,0.0403,0.324,0.0,0.0634,0.971,118.641,172067,4,17,33,
60,1960,The Little Dippers,Forever,0.519,0.45,5,-9.133,1,0.0244,0.281,6.12e-06,0.152,0.549,72.115,143161,4,12,13,
62,1960,Brook Benton,Kiddio,0.79,0.286,3,-12.206,1,0.0795,0.702,3.17e-06,0.201,0.743,112.425,152323,4,11,47,rock
63,1960,Donnie Brooks,Mission Bell,0.572,0.418,2,-12.757,1,0.0528,0.844,0.283,0.222,0.592,81.481,143960,4,7,11,
64,1960,Marv Johnson,I Love The Way You Love,0.72,0.692,9,-12.797,1,0.0669,0.66,1.66e-06,0.314,0.851,134.616,159840,4,17,27,
65,1960,Paul Anka,Its Time to Cry,0.311,0.314,3,-12.81,1,0.0325,0.731,0.0,0.335,0.565,109.983,145467,3,29,63,swing
66,1960,Ray Peterson,Tell Laura I Love Her,0.528,0.394,10,-11.235,1,0.0368,0.751,0.0,0.173,0.297,102.898,174693,4,47,39,
67,1960,Connie Francis,Mama,0.156,0.229,0,-12.475,1,0.0394,0.958,0.0154,0.439,0.12,50.975,235893,4,20,55,rock
68,1960,Steve Lawrence,Footsteps,0.515,0.539,2,-10.37,0,0.0347,0.571,0.0,0.424,0.891,144.134,132520,4,24,35,rock
69,1960,The Everly Brothers,So Sad,0.477,0.196,4,-15.689,1,0.0299,0.655,0.0,0.172,0.405,102.363,156573,4,34,61,
70,1960,Brenda Lee,Thats All You Gotta Do,0.405,0.57,1,-7.919,1,0.042,0.43,5.09e-06,0.238,0.956,195.855,148973,4,25,67,rock
71,1960,Fats Domino,Walking to New Orleans,0.579,0.294,1,-14.61,1,0.0458,0.491,0.0,0.105,0.676,80.75,118467,4,37,57,jazz
72,1960,Connie Francis,Among My Souvenirs,0.472,0.483,9,-6.218,1,0.0268,0.414,6.88e-06,0.193,0.473,108.25,151280,3,25,55,rock
73,1960,Bobby Rydell,Swingin School,0.526,0.772,5,-5.38,1,0.0342,0.534,2.31e-06,0.0924,0.965,149.92,134000,3,21,45,rock
74,1960,Dinah Washington & Brook Benton,A Rockin Good Way (To Mess Around and Fall in Love),0.791,0.529,3,-10.655,1,0.0515,0.831,3.58e-05,0.175,0.964,130.267,148227,4,35,11,
75,1960,Neil Sedaka,Stairway to Heaven,0.492,0.646,5,-11.736,1,0.036,0.904,0.0,0.28,0.898,126.814,160893,4,32,57,0
76,1960,Paul Anka,My Home Town,0.79,0.514,11,-10.743,0,0.0362,0.223,0.0,0.14,0.962,117.022,126293,4,31,63,swing
77,1960,Ray Charles,Georgia on My Mind,0.258,0.248,7,-11.452,1,0.0299,0.652,0.0,0.16,0.196,104.834,216920,3,55,68,rock
78,1960,Skip and Flip,Cherry Pie,0.499,0.254,10,-16.861,0,0.0392,0.629,6.81e-06,0.0877,0.492,86.029,140382,4,13,12,
79,1960,Sam Cooke,Wonderful World,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518,125440,4,69,70,jazz
81,1960,Lloyd Price,Lady Luck,0.628,0.613,5,-6.434,1,0.032,0.627,0.0,0.249,0.745,122.256,138733,4,27,47,
82,1960,The Crests,Step by Step,0.841,0.411,0,-10.767,1,0.305,0.347,0.0,0.137,0.926,105.38,145293,4,12,42,
83,1960,Paul Evans,Happy-Go-Lucky Me,0.717,0.545,9,-10.97,1,0.048,0.809,0.0554,0.243,0.962,93.888,117253,4,26,31,
84,1960,Ricky Nelson,Young Emotions,0.396,0.338,7,-9.145,0,0.0341,0.758,2.62e-06,0.117,0.375,116.543,155733,3,23,56,jazz
85,1960,Johnny Burnette,Dreamin,0.507,0.454,9,-9.838,1,0.0545,0.796,1.09e-05,0.352,0.746,75.17,141493,4,38,42,rock
86,1960,Johnny Tillotson,Poetry in Motion,0.477,0.703,8,-7.332,1,0.0326,0.433,0.0,0.0908,0.875,135.342,154467,4,56,48,0
87,1960,Annette Funicello,O Dio Mio,0.378,0.439,5,-7.935,1,0.0303,0.237,7.85e-06,0.098,0.422,115.626,171427,4,8,28,
88,1960,Joe Jones,You Talk Too Much,0.719,0.639,8,-9.229,1,0.0376,0.797,1.43e-05,0.075,0.727,128.272,152707,1,21,42,
89,1960,Johnny and the Hurricanes,Beatnik Fly,0.585,0.809,5,-9.436,1,0.0328,0.324,0.883,0.12,0.943,88.94,134773,4,6,34,
90,1960,The Everly Brothers,When Will I Be Loved,0.585,0.472,11,-10.553,1,0.0283,0.184,0.0,0.244,0.848,118.179,127400,4,23,61,
92,1960,Guy Mitchell,Heartaches by the Number,0.584,0.589,5,-11.203,1,0.0718,0.463,1.53e-05,0.069,0.842,172.484,154296,4,48,42,
93,1960,Anita Bryant,My Little Corner of the World,0.532,0.293,9,-11.052,0,0.0296,0.727,2.92e-06,0.143,0.422,113.421,150280,4,16,18,
94,1960,Jackie Wilson,Doggin Around,0.541,0.366,5,-9.19,1,0.0252,0.938,0.445,0.107,0.425,94.809,173027,3,26,62,jazz
95,1960,Bobby Rydell,Little Bitty Girl,0.596,0.627,1,-6.117,1,0.0395,0.614,0.0,0.14,0.838,121.156,145360,4,28,45,rock
96,1960,Barrett Strong,Money (Thats What I Want),0.642,0.924,5,-3.094,1,0.0348,0.27,0.0,0.166,0.937,132.374,157947,4,46,47,
97,1960,Maurice Williams and the Zodiacs,Stay,0.555,0.404,7,-14.187,0,0.0621,0.842,0.0,0.218,0.736,120.509,94907,4,56,44,
98,1960,Charlie Rich,Lonely Weekends,0.41,0.836,5,-8.876,1,0.0975,0.723,0.000227,0.128,0.599,183.15,130080,4,18,49,
99,1960,Larry Hall,Sandy,0.633,0.484,0,-8.507,1,0.0269,0.47,0.000141,0.1,0.814,80.543,145027,4,8,27,
100,1961,Bobby Lewis,Tossin and Turnin,0.569,0.722,0,-8.914,1,0.0393,0.225,0.0,0.108,0.965,142.736,159640,4,38,27,
101,1961,Patsy Cline,I Fall to Pieces,0.54,0.0635,10,-20.014,1,0.0375,0.929,1.55e-06,0.111,0.523,111.553,171333,4,51,59,0
102,1961,The Highwaymen,Michael,0.48,0.237,0,-18.666,1,0.375,0.86,0.128,0.945,0.469,103.182,289228,4,3,55,
103,1961,Roy Orbison,Crying,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,166467,4,58,68,swing
104,1961,Del Shannon,Runaway,0.594,0.533,10,-7.993,0,0.0438,0.153,1.49e-05,0.172,0.729,78.552,137307,4,57,51,jazz
105,1961,The Jive Five,My True Story,0.254,0.465,3,-7.421,1,0.0325,0.768,0.0,0.315,0.642,183.362,155960,3,38,29,
106,1961,Chubby Checker,Pony Time,0.453,0.609,8,-6.662,1,0.0296,0.00868,3.43e-05,0.0797,0.96,77.36,147427,4,26,54,blues
107,1961,The String-A-Longs,Wheels,0.787,0.623,0,-8.241,1,0.0359,0.689,0.0932,0.144,0.869,128.327,116360,4,30,22,
108,1961,Dee Clark,Raindrops,0.381,0.719,7,-7.613,1,0.0494,0.452,0.0,0.689,0.563,114.086,179665,1,10,22,
109,1961,Joe Dowell,Wooden Heart,0.844,0.462,1,-9.855,1,0.0525,0.713,0.0234,0.106,0.947,84.913,118427,4,10,10,
110,1961,Lawrence Welk,Calcutta,0.479,0.52,7,-12.423,1,0.0257,0.833,0.911,0.208,0.96,82.024,136000,4,32,41,
111,1961,Bobby Vee,Take Good Care of My Baby,0.491,0.431,1,-12.257,1,0.0609,0.698,0.0,0.124,0.661,82.443,150867,4,60,53,
112,1961,Roy Orbison,Running Scared,0.572,0.392,9,-10.555,1,0.0325,0.778,0.000435,0.15,0.381,128.255,132040,3,46,68,swing
113,1961,The Shirelles,Dedicated to the One I Love,0.383,0.296,10,-10.883,1,0.0452,0.825,0.0,0.205,0.504,80.397,124547,4,38,55,
114,1961,The Mar-Keys,Last Night,0.723,0.565,0,-4.175,1,0.0386,0.448,0.866,0.0708,0.859,126.588,159173,4,35,33,
115,1961,The Shirelles,Will You Love Me Tomorrow,0.49,0.384,0,-11.315,1,0.0275,0.438,3.17e-05,0.539,0.47,137.047,162893,4,61,55,
116,1961,Ferrante & Teicher,Exodus,0.456,0.221,2,-15.402,0,0.0351,0.991,0.882,0.185,0.122,91.562,190359,4,7,38,
117,1961,Connie Francis,Where the Boys Are,0.455,0.308,7,-8.622,1,0.0298,0.722,0.0,0.213,0.417,109.246,156907,3,38,55,rock
118,1961,Ray Charles,Hit the Road Jack,0.592,0.585,8,-12.888,0,0.322,0.695,0.0,0.82,0.959,173.075,117573,4,57,68,rock
119,1961,Sue Thompson,Sad Movies (Make Me Cry),0.61,0.272,2,-10.071,1,0.0286,0.888,7.11e-06,0.245,0.608,107.116,199347,4,36,34,
120,1961,Ernie K-Doe,Mother-in-Law,0.81,0.524,7,-9.77,0,0.0339,0.77,1.03e-05,0.161,0.949,130.214,153093,4,26,32,
121,1961,The Dovells,Bristol Stomp,0.655,0.77,2,-6.338,1,0.0649,0.626,0.0,0.541,0.9,105.394,138893,4,35,28,
122,1961,Ricky Nelson,Travelin Man,0.741,0.363,2,-12.484,1,0.0335,0.669,0.0,0.117,0.859,123.263,142933,4,55,56,jazz
123,1961,The Miracles,Shop Around,0.558,0.686,7,-4.495,1,0.0289,0.8,0.0,0.815,0.886,132.075,170760,4,53,61,
124,1961,Brook Benton,The Boll Weevil Song,0.688,0.394,5,-14.804,1,0.0361,0.72,0.237,0.192,0.842,134.643,157720,4,22,47,rock
125,1961,Gene McDaniels,A Hundred Pounds of Clay,0.684,0.389,0,-10.933,1,0.035,0.604,0.0,0.369,0.824,129.06,142027,4,26,25,
126,1961,Dick and Dee Dee,The Mountains High,0.686,0.771,1,-8.764,1,0.0594,0.683,0.137,0.333,0.94,118.176,135707,4,25,17,
127,1961,Marty Robbins,Dont Worry,0.648,0.165,4,-16.446,1,0.0348,0.879,0.000216,0.13,0.435,99.585,194160,4,42,61,0
128,1961,Floyd Cramer,On the Rebound,0.535,0.683,9,-11.677,1,0.0334,0.371,0.0133,0.205,0.912,150.742,126107,4,27,40,
129,1961,Steve Lawrence,Portrait of My Love,0.317,0.262,0,-12.746,1,0.028,0.878,1.74e-05,0.341,0.29,89.941,171733,4,14,35,rock
130,1961,Gary U.S. Bonds,Quarter to Three,0.463,0.831,0,-9.276,0,0.206,0.932,0.0755,0.893,0.898,164.964,150400,4,27,32,rock
131,1961,Barry Mann,"Who Put the Bomp (in the Bomp, Bomp, Bomp)",0.366,0.681,7,-8.468,1,0.0672,0.516,0.0,0.303,0.86,169.346,167227,4,28,33,
132,1961,Neil Sedaka,Calendar Girl,0.657,0.513,1,-12.771,0,0.0378,0.733,0.0,0.191,0.875,122.102,158000,4,55,57,0
133,1961,Chris Kenner,I Like It Like That,0.589,0.568,5,-11.295,1,0.0806,0.832,0.0,0.272,0.777,144.566,117600,4,31,24,
134,1961,Jørgen Ingmann,Apache,0.644,0.492,9,-13.646,0,0.0468,0.894,0.922,0.117,0.248,129.089,175520,4,27,17,
136,1961,Johnny Tillotson,Without You,0.553,0.523,2,-6.756,1,0.0251,0.378,0.666,0.0908,0.68,98.092,128880,3,7,48,0
137,1961,Ferlin Husky,Wings of a Dove,0.5,0.319,4,-15.735,1,0.039,0.497,0.0,0.101,0.646,177.489,142907,3,39,38,0
138,1961,Elvis Presley,Little Sister,0.586,0.546,9,-13.14,1,0.0712,0.631,5.69e-05,0.368,0.949,139.316,151600,4,51,79,swing
139,1961,The Marcels,Blue Moon,0.621,0.43,7,-11.163,1,0.0343,0.69,0.0,0.075,0.938,127.74,135200,4,47,43,
140,1961,Shep and the Limelites,Daddys Home,0.493,0.123,5,-13.875,1,0.0366,0.939,8.58e-06,0.146,0.273,144.64,174200,3,39,27,
141,1961,Troy Shondell,This Time,0.453,0.299,2,-14.331,1,0.0299,0.712,0.0,0.287,0.341,81.169,157960,4,13,11,
142,1961,"Clarence ""Frogman"" Henry",(I Dont Know Why) But I Do,0.662,0.535,10,-5.457,1,0.027,0.563,0.0,0.125,0.83,109.695,141200,4,36,37,
143,1961,Kokomo,Asia Minor,0.459,0.534,2,-11.926,0,0.0305,0.665,0.825,0.18,0.931,202.954,118133,4,16,31,
144,1961,Faron Young,Hello Walls,0.62,0.406,0,-10.421,1,0.0281,0.722,6.73e-06,0.114,0.695,101.489,146840,4,50,44,
145,1961,Dion,Runaround Sue,0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,171600,4,62,77,
146,1961,Arthur Lyman,Yellow Bird,0.561,0.0335,2,-29.467,1,0.0513,0.954,0.86,0.0949,0.703,119.319,164920,4,38,35,
147,1961,Timi Yuro,Hurt,0.493,0.244,5,-11.487,1,0.0277,0.707,0.000462,0.121,0.222,87.044,148467,3,39,40,
148,1961,Ricky Nelson,Hello Mary Lou,0.559,0.78,9,-6.597,1,0.0328,0.158,6.89e-06,0.0793,0.964,98.661,139280,4,53,56,jazz
149,1961,The Capris,Theres a Moon Out Tonight,0.323,0.437,6,-10.658,1,0.0382,0.872,0.0,0.273,0.642,203.491,134707,3,43,32,
150,1961,Elvis Presley,Surrender,0.354,0.536,3,-12.731,1,0.0404,0.736,7.12e-06,0.2,0.833,108.618,112360,3,50,79,swing
151,1961,The Paris Sisters,I Love How You Love Me,0.384,0.452,10,-8.894,1,0.0281,0.944,0.00125,0.224,0.453,84.857,123834,3,36,28,
152,1961,Lee Dorsey,Ya Ya,0.758,0.557,5,-10.106,1,0.0453,0.607,0.000218,0.193,0.887,140.795,146053,4,50,51,0
153,1961,Gary U.S. Bonds,School Is Out,0.532,0.78,3,-11.255,1,0.171,0.869,5.23e-05,0.47,0.861,75.944,149560,4,12,32,rock
154,1961,Bob Moore,Mexico,0.798,0.47,2,-12.514,1,0.0298,0.00367,0.885,0.0588,0.963,87.499,152053,4,9,3,
156,1961,The Everly Brothers,Walk Right Back,0.624,0.358,1,-13.199,1,0.0342,0.752,0.0,0.0593,0.871,135.797,139640,4,53,61,
157,1961,The Lettermen,The Way You Look Tonight,0.185,0.334,4,-10.572,1,0.0304,0.907,0.0,0.0939,0.15,103.153,141507,3,30,43,
158,1961,Pat Boone,Moody River,0.616,0.728,5,-7.365,0,0.0312,0.581,4.73e-05,0.102,0.685,139.428,153587,4,34,45,0
159,1961,Ray Charles,One Mint Julep,0.782,0.536,3,-9.519,1,0.283,0.647,0.731,0.0535,0.897,129.213,91373,4,23,68,rock
160,1961,Adam Wade,Take Good Care of Her,0.473,0.463,11,-8.982,1,0.0392,0.671,2.2e-06,0.106,0.41,114.324,146933,4,9,14,
161,1961,Carla Thomas,Gee Whiz (Look at His Eyes),0.228,0.358,5,-7.161,1,0.0306,0.582,2.84e-06,0.129,0.324,179.652,141840,3,30,53,
162,1961,Ben E. King,Stand by Me,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,78,67,jazz
163,1961,Ben E. King,Spanish Harlem,0.608,0.594,2,-11.86,1,0.0435,0.32,4.75e-05,0.129,0.789,125.166,174293,4,50,67,jazz
164,1961,Ike and Tina Turner,Its Gonna Work Out Fine,0.701,0.496,0,-12.57,1,0.128,0.857,0.00298,0.0439,0.938,108.679,182293,4,19,56,0
165,1961,The Echoes,Baby Blue,0.5,0.373,7,-13.548,1,0.0275,0.779,0.0,0.0667,0.727,132.368,156813,4,15,37,
166,1961,Buzz Clifford,Baby Sittin Boogie,0.476,0.679,1,-7.001,1,0.107,0.801,0.0,0.257,0.812,139.291,124653,4,11,13,
167,1961,Del Shannon,Hats Off to Larry,0.44,0.719,11,-4.469,1,0.0348,0.664,3.29e-06,0.322,0.635,79.99,122200,4,34,51,jazz
168,1961,Little Caesar & the Romans,Those Oldies But Goodies,0.48,0.403,7,-13.572,1,0.0338,0.951,2.44e-05,0.436,0.731,104.297,179480,3,21,14,
169,1961,Chubby Checker,The Fly,0.395,0.934,10,-6.852,1,0.0495,0.000429,0.000353,0.21,0.841,160.662,143147,4,16,54,blues
170,1961,Elvis Presley,(Maries the Name) His Latest Flame,0.661,0.917,4,-6.329,0,0.0375,0.568,0.00202,0.134,0.893,105.289,127093,4,53,79,swing
171,1961,Bert Kaempfert,Wonderland by Night,0.16,0.305,4,-8.211,1,0.0337,0.913,0.762,0.303,0.197,73.88,193107,4,21,48,0
172,1961,Tony Orlando,Bless You,0.382,0.848,1,-2.57,1,0.0591,0.668,0.00612,0.309,0.762,125.183,136568,4,13,45,soul
174,1961,Bobby Lewis,One Track Mind,0.613,0.566,10,-8.698,1,0.0316,0.153,0.0,0.158,0.977,145.131,127760,3,9,27,
175,1961,Rosie and the Originals,Angel Baby,0.597,0.172,0,-15.269,1,0.0269,0.836,0.00249,0.113,0.444,98.593,227624,3,53,44,
176,1961,Curtis Lee,Pretty Little Angel Eyes,0.644,0.533,4,-11.606,1,0.0566,0.322,0.0,0.0781,0.79,112.16,153667,4,32,29,
177,1961,Brook Benton,Think Twice,0.443,0.217,3,-14.609,1,0.038,0.935,0.00757,0.12,0.321,79.065,167102,3,11,47,rock
178,1961,Lonnie Donegan,Does Your Chewing Gum Lose Its Flavour (On the Bedpost Overnight?),0.698,0.806,7,-8.681,1,0.104,0.619,0.0,0.9,0.934,113.811,151693,4,21,33,rock
179,1961,Connie Francis,Breakin in a Brand New Broken Heart,0.33,0.166,0,-9.834,1,0.0279,0.752,0.0,0.143,0.255,103.425,156893,4,19,55,rock
180,1961,The Shirelles,Mama Said,0.604,0.591,8,-6.874,0,0.0614,0.704,0.0,0.47,0.829,140.558,130893,4,48,55,
181,1961,Fats Domino,Let the Four Winds Blow,0.638,0.451,10,-11.438,1,0.0501,0.555,0.0165,0.119,0.963,90.193,140107,4,33,57,jazz
182,1961,Adam Wade,The Writing on the Wall,0.737,0.283,1,-11.696,1,0.041,0.543,0.000258,0.0733,0.747,124.07,150240,4,8,14,
183,1961,Matt Monro,My Kind of Girl,0.616,0.185,5,-14.1,1,0.0391,0.56,0.0,0.157,0.413,130.849,177600,4,26,52,
184,1961,Paul Anka,"Tonight My Love, Tonight",0.545,0.66,4,-7.872,1,0.0304,0.657,0.0,0.634,0.884,125.069,128067,4,32,63,swing
185,1961,Floyd Cramer,San Antonio Rose,0.575,0.451,2,-14.082,1,0.0282,0.438,0.754,0.172,0.972,173.573,139587,4,22,40,
186,1961,Jimmy Dean,Big Bad John,0.516,0.457,8,-12.609,1,0.184,0.596,0.0,0.106,0.455,173.934,182560,4,53,43,
187,1961,Bobby Rydell,Good Time Baby,0.498,0.831,5,-6.447,1,0.0771,0.643,0.0,0.683,0.824,168.611,129467,4,18,45,rock
188,1961,Bobby Vee,Rubber Ball,0.423,0.43,9,-10.325,1,0.0353,0.686,0.0,0.183,0.77,142.885,144107,4,40,53,
