,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature,Track_Popularity,Artist_Popularity,main_genre
389,1963,The Kingston Trio,The Reverend Mr. Black,0.492,0.563,0,-7.46,1,0.056,0.374,2.82e-06,0.497,0.765,83.81,224453,4,4,41,
391,1963,The Ran-Dells,Martian Hop,0.358,0.759,6,-7.631,1,0.105,0.231,4.18e-05,0.143,0.783,129.618,131637,4,25,14,
392,1963,The Tymes,Wonderful! Wonderful!,0.542,0.39,10,-10.216,1,0.0246,0.715,0.000593,0.115,0.493,70.231,182040,4,15,34,
393,1963,George Hamilton IV,Abilene,0.63,0.448,5,-15.015,1,0.0271,0.445,1.43e-05,0.271,0.753,104.024,133333,4,38,30,
394,1963,Little Johnny Taylor,Part Time Love,0.467,0.712,5,-11.266,1,0.109,0.28,0.000136,0.354,0.833,172.365,231333,4,5,17,
395,1963,Los Indios Tabajaras,Maria Elena,0.665,0.0989,11,-19.132,1,0.0458,0.93,0.843,0.11,0.591,83.605,187867,4,40,43,
396,1963,Bobby Bare,Detroit City,0.519,0.319,11,-13.142,1,0.0287,0.518,9.05e-06,0.096,0.473,121.647,169933,4,42,49,
397,1963,Chubby Checker,Twenty Miles,0.802,0.647,9,-7.374,1,0.0323,0.55,0.0,0.306,0.852,121.331,131053,4,16,54,blues
398,1963,The New Christy Minstrels,"Green, Green",0.628,0.783,5,-10.317,1,0.0385,0.471,0.0,0.0922,0.897,140.475,127347,4,25,31,
399,1963,Freddie Scott,Hey Girl,0.394,0.297,5,-12.867,1,0.0261,0.745,1.93e-05,0.176,0.5,85.804,191227,4,25,36,
400,1964,The Beatles,I Want to Hold Your Hand,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,145747,4,73,88,
401,1964,The Beatles,She Loves You,0.377,0.916,4,-3.199,0,0.0481,0.26,0.0,0.074,0.912,75.533,140920,4,66,88,
402,1964,Louis Armstrong,"Hello, Dolly!",0.583,0.406,0,-9.893,1,0.0501,0.841,0.000684,0.195,0.62,155.091,147000,4,48,72,soul
403,1964,Roy Orbison,"Oh, Pretty Woman",0.619,0.603,9,-9.481,1,0.0342,0.715,0.0,0.0721,0.958,127.432,178933,4,69,68,swing
404,1964,The Beach Boys,I Get Around,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,4,64,74,
405,1964,Dean Martin,Everybody Loves Somebody,0.26,0.49,3,-9.121,0,0.0415,0.806,0.0,0.336,0.399,80.599,161640,4,59,72,jazz
406,1964,Mary Wells,My Guy,0.691,0.581,10,-7.85,1,0.065,0.557,4.62e-05,0.147,0.91,126.615,174440,4,64,57,rock
407,1964,Gale Garnett,Well Sing in the Sunshine,0.536,0.351,11,-8.026,1,0.0266,0.762,0.0,0.22,0.532,106.73,179120,4,30,22,
408,1964,J. Frank Wilson & the Cavaliers,Last Kiss,0.746,0.482,1,-7.919,0,0.0471,0.262,0.0,0.0671,0.698,135.202,148680,4,39,26,
409,1964,The Supremes,Where Did Our Love Go,0.552,0.481,0,-10.764,1,0.0404,0.745,3.43e-06,0.0825,0.833,134.838,153333,4,62,67,
410,1964,Barbra Streisand,People,0.481,0.436,7,-8.299,1,0.0281,0.768,3.26e-05,0.0975,0.27,95.105,254853,4,37,68,rock
411,1964,Al Hirt,Java,0.679,0.721,1,-10.36,1,0.0535,0.803,0.893,0.088,0.963,92.43,119133,4,29,39,
412,1964,The Beatles,A Hard Days Night,0.59,0.805,0,-6.481,1,0.0371,0.137,0.0,0.0996,0.797,138.514,154200,4,67,88,
413,1964,The Beatles,Love Me Do,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,141693,4,67,88,
414,1964,Manfred Mann,Do Wah Diddy Diddy,0.661,0.557,4,-8.244,1,0.049,0.262,0.0,0.0557,0.957,125.445,143400,4,63,58,blues
415,1964,The Beatles,Please Please Me,0.527,0.48,4,-9.61,1,0.028,0.334,0.0,0.0702,0.706,139.388,120853,4,59,88,
416,1964,Martha and the Vandellas,Dancing in the Street,0.56,0.591,11,-9.346,0,0.042,0.0152,0.000391,0.225,0.282,125.99,160800,4,54,61,rock
418,1964,The Newbeats,Bread and Butter,0.71,0.546,2,-14.582,1,0.0469,0.757,0.00981,0.152,0.897,82.182,122720,4,40,28,
419,1964,Gene Pitney,It Hurts to Be in Love,0.564,0.74,6,-6.716,1,0.066,0.225,0.0,0.0755,0.712,129.012,155053,4,32,46,0
420,1964,Jan and Dean,Dead Mans Curve,0.459,0.703,6,-9.578,1,0.041,0.677,0.000707,0.0815,0.904,133.5,151160,4,38,43,
421,1964,Jay and the Americans,Come a Little Bit Closer,0.636,0.684,3,-9.302,1,0.057,0.52,0.0015,0.534,0.881,132.509,166667,4,67,55,rock
422,1964,Peter and Gordon,A World Without Love,0.512,0.658,1,-9.972,0,0.0607,0.232,0.0,0.108,0.752,129.861,160880,4,42,40,jazz
423,1964,The Honeycombs,Have I the Right?,0.368,0.891,1,-8.067,0,0.26,0.024,0.000611,0.194,0.527,142.216,178040,4,37,31,
424,1964,The Serendipity Singers,Dont Let the Rain Come Down (Crooked Little Man),0.787,0.343,2,-15.531,1,0.225,0.768,0.0,0.108,0.64,129.079,166360,4,14,11,
425,1964,The Supremes,Baby Love,0.582,0.636,0,-9.266,1,0.0381,0.782,0.0,0.534,0.715,135.769,158040,4,66,67,
427,1964,Dusty Springfield,Wishin and Hopin,0.679,0.38,11,-10.035,1,0.0382,0.237,0.0,0.152,0.728,108.133,176400,4,40,64,rock
428,1964,Lesley Gore,You Dont Own Me,0.475,0.43,2,-10.049,1,0.025,0.687,0.0,0.715,0.696,94.845,150000,3,57,53,rock
429,1964,Dionne Warwick,Walk On By,0.7,0.33,5,-9.027,1,0.0303,0.719,8.6e-05,0.136,0.524,98.605,178333,4,60,63,0
430,1964,The Animals,The House of the Rising Sun,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280,3,68,67,
431,1964,Ronny & the Daytonas,G.T.O.,0.482,0.615,4,-7.047,1,0.0468,0.574,7.96e-06,0.795,0.932,83.117,149333,4,34,23,
432,1964,The Beatles,Twist and Shout,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227,4,52,66,
433,1964,Johnny Rivers,Memphis,0.614,0.794,4,-7.979,1,0.0742,0.593,0.0,0.966,0.646,90.653,164800,4,20,34,rock
434,1964,Danny Williams,White On White,0.651,0.537,0,-7.944,1,0.026,0.854,0.0,0.304,0.746,112.825,138787,4,19,25,rock
435,1964,The Rip Chords,Hey Little Cobra,0.563,0.754,6,-7.442,1,0.0676,0.531,0.0,0.379,0.918,156.664,119960,4,27,20,
436,1964,Betty Everett,The Shoop Shoop Song (Its in His Kiss),0.646,0.454,9,-9.763,1,0.057,0.743,0.0,0.21,0.967,121.972,136117,4,41,42,jazz
438,1964,Millie Small,My Boy Lollipop,0.701,0.444,2,-13.134,1,0.0616,0.156,6.49e-05,0.155,0.964,132.542,120373,4,35,38,
439,1964,Major Lance,"Um, Um, Um, Um, Um, Um",0.849,0.416,11,-12.302,0,0.0814,0.152,0.0,0.29,0.911,117.408,139173,4,49,50,
440,1964,Jan and Dean,The Little Old Lady from Pasadena,0.478,0.817,3,-5.48,1,0.0316,0.548,4e-05,0.0444,0.943,145.946,166040,4,39,43,
441,1964,Gerry and the Pacemakers,Dont Let the Sun Catch You Crying,0.477,0.352,1,-14.165,1,0.03,0.406,0.0,0.122,0.478,106.773,157093,4,39,51,rock
442,1964,Chad & Jeremy,A Summer Song,0.587,0.414,9,-12.68,1,0.0296,0.729,0.000123,0.106,0.497,124.016,160413,4,48,39,
443,1964,Stan Getz & Astrud Gilberto,The Girl from Ipanema,0.666,0.181,5,-14.932,0,0.0409,0.896,0.000373,0.111,0.391,130.024,325120,4,12,26,
444,1964,The Beatles,Cant Buy Me Love,0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,131867,4,63,88,
445,1964,The Shangri-Las,Remember (Walking in the Sand),0.498,0.516,10,-9.714,1,0.0365,0.734,0.306,0.206,0.354,66.209,139773,4,17,45,
446,1964,Bobby Freeman,Cmon and Swim,0.58,0.575,5,-10.527,0,0.0336,0.318,6.55e-06,0.44,0.912,78.797,187907,4,25,32,
447,1964,The Beatles,Do You Want to Know a Secret,0.673,0.349,4,-12.414,1,0.0368,0.608,0.0,0.38,0.609,124.451,117013,4,59,88,
448,1964,The Impressions,Keep On Pushing,0.635,0.536,1,-6.622,0,0.044,0.637,0.0,0.101,0.727,66.757,155627,3,38,53,
450,1964,Diane Renay,Navy Blue,0.669,0.832,9,-8.73,0,0.0742,0.275,0.0,0.101,0.962,137.674,150840,4,26,16,
451,1964,The Bachelors,Diane,0.447,0.468,3,-10.151,1,0.0314,0.647,0.0,0.178,0.439,129.977,152373,4,16,33,
452,1964,The Marketts,Out of Limits,0.485,0.779,7,-14.235,1,0.039,0.367,0.432,0.18,0.483,133.223,129293,4,49,37,
453,1964,The Hondells,Little Honda,0.601,0.887,0,-3.967,1,0.0401,0.241,0.00756,0.115,0.825,163.022,102613,4,5,14,
454,1964,Roger Miller,Chug-a-Lug,0.699,0.408,11,-11.46,1,0.096,0.69,0.000219,0.145,0.842,171.922,123360,4,43,53,blues
455,1964,Bobby Goldsboro,See the Funny Little Clown,0.573,0.292,7,-15.969,1,0.031,0.468,4.16e-05,0.24,0.631,106.618,156493,4,23,47,
456,1964,The Dave Clark Five,Because,0.596,0.58,7,-7.47,1,0.0284,0.352,1.37e-06,0.15,0.664,123.313,146733,4,27,29,
459,1964,The New Christy Minstrels,Today,0.415,0.242,0,-15.81,1,0.028,0.904,0.0,0.096,0.364,98.759,163800,3,26,31,
461,1964,The Shangri-Las,Leader of the Pack,0.418,0.566,1,-8.637,1,0.0906,0.708,0.0,0.692,0.319,129.248,171333,4,52,45,
462,1964,Joe Hinton,Funny How Time Slips Away,0.417,0.406,10,-9.005,1,0.0303,0.132,0.0,0.165,0.0978,102.458,186107,3,12,8,
463,1964,The Temptations,The Way You Do the Things You Do,0.622,0.694,4,-4.581,1,0.034,0.192,0.000723,0.41,0.75,124.123,165744,4,63,70,
464,1964,Dionne Warwick,Anyone Who Had a Heart,0.505,0.0477,8,-23.032,1,0.0278,0.91,2.61e-06,0.0675,0.309,78.856,184227,3,39,63,0
465,1964,Al Martino,I Love You More and More Every Day,0.476,0.219,8,-13.406,1,0.0296,0.492,0.0,0.201,0.595,103.496,135333,4,24,46,jazz
466,1964,Roy Orbison,Its Over,0.483,0.336,0,-11.062,1,0.0255,0.768,0.000541,0.128,0.56,90.361,167307,4,39,68,swing
468,1964,The Trashmen,Surfin Bird,0.582,0.931,11,-13.552,1,0.0499,0.00133,0.000757,0.353,0.85,99.254,143467,4,48,43,
469,1964,The Tams,What Kind of Fool (Do You Think I Am),0.74,0.386,7,-13.701,0,0.0383,0.186,0.0,0.152,0.886,120.247,116560,4,29,33,
470,1964,Dean Martin,The Door Is Still Open to My Heart,0.236,0.429,3,-13.576,1,0.0467,0.702,0.000106,0.0696,0.356,84.686,171987,4,38,72,jazz
471,1964,The Kinks,You Really Got Me,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253,4,70,69,
472,1964,Sammy Davis Jr.,The Shelter of Your Arms,0.538,0.302,4,-11.986,1,0.0312,0.8,0.0,0.221,0.359,101.273,173107,4,14,54,rock
473,1964,The Impressions,Im So Proud,0.608,0.121,11,-17.321,1,0.0359,0.966,0.466,0.0746,0.288,86.704,171507,3,46,53,
474,1964,The Jelly Beans,I Wanna Love Him So Bad,0.512,0.604,1,-6.008,1,0.113,0.433,1.86e-06,0.0757,0.564,121.899,167573,4,17,7,
475,1964,Roger Miller,Dang Me,0.564,0.378,9,-14.468,1,0.168,0.705,0.000716,0.0723,0.687,197.325,102400,4,44,53,blues
476,1964,Al Hirt,Cotton Candy,0.675,0.671,3,-11.626,1,0.0471,0.394,0.941,0.114,0.966,148.156,134200,4,20,39,
477,1964,Nancy Wilson,(You Dont Know) How Glad I Am,0.326,0.441,5,-9.117,1,0.0479,0.737,9.69e-06,0.328,0.622,208.072,157387,3,37,55,
478,1964,The Kingsmen,Money (Thats What I Want),0.549,0.706,11,-10.06,1,0.0341,0.747,0.00889,0.142,0.975,135.905,139546,4,46,47,
479,1964,The Searchers,Dont Throw Your Love Away,0.539,0.682,6,-7.307,1,0.0387,0.579,0.0,0.044,0.803,122.173,136960,4,36,50,
480,1964,Tommy Tucker,Hi-Heel Sneakers,0.629,0.492,5,-7.31,1,0.0574,0.551,0.000779,0.0791,0.801,81.16,171000,4,7,22,
481,1964,Gerry and the Pacemakers,How Do You Do It?,0.617,0.711,9,-6.433,1,0.0297,0.36,1.59e-06,0.0841,0.963,142.266,114987,4,25,51,rock
482,1964,The Ventures,"Walk, Dont Run 64",0.485,0.886,0,-5.332,1,0.037,4.87e-05,0.911,0.229,0.653,149.074,149093,1,22,49,
484,1964,Robert Maxwell,Shangri-La,0.171,0.42,0,-10.715,0,0.0343,0.905,0.358,0.12,0.23,181.71,123703,3,17,17,
485,1964,Jumpin Gene Simmons,Haunted House,0.605,0.632,9,-6.338,1,0.0639,0.639,4.86e-05,0.0763,0.98,193.171,156907,4,31,21,
486,1964,Jimmy Hughes,Steal Away,0.583,0.508,4,-5.952,1,0.0282,0.54,0.00175,0.153,0.499,93.848,147427,3,35,26,
487,1964,The Beatles,I Saw Her Standing There,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,173947,4,67,88,
488,1964,Andy Williams,A Fool Never Learns,0.542,0.706,5,-9.038,1,0.0318,0.778,1.21e-05,0.363,0.755,98.348,121787,4,20,70,jazz
489,1964,Billy J. Kramer & The Dakotas,Bad to Me,0.644,0.58,2,-7.744,1,0.0515,0.673,0.0,0.0975,0.788,127.2,141173,4,2,6,
490,1964,Bobby Vinton,There! Ive Said It Again,0.253,0.303,9,-10.364,1,0.0303,0.776,0.0,0.0959,0.308,80.146,140667,4,35,58,rock
491,1964,The Kingsmen,Louie Louie,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,165381,4,66,53,
492,1964,The Searchers,Needles and Pins,0.565,0.953,9,-6.504,1,0.0393,0.0546,2.95e-05,0.0637,0.887,124.287,131360,4,56,50,
493,1965,Sam the Sham and the Pharaohs,Wooly Bully,0.582,0.575,7,-11.89,1,0.0529,0.713,3.66e-06,0.151,0.558,140.601,140867,4,52,45,
494,1965,Four Tops,I Cant Help Myself (Sugar Pie Honey Bunch),0.686,0.714,0,-4.809,1,0.0287,0.204,0.0,0.0592,0.964,126.736,163680,4,62,66,0
495,1965,The Rolling Stones,(I Cant Get No) Satisfaction,0.725,0.853,2,-7.842,1,0.0353,0.0348,0.127,0.196,0.904,136.282,222813,4,75,81,
496,1965,We Five,You Were on My Mind,0.51,0.565,1,-8.105,0,0.05,0.485,0.0,0.0476,0.7,143.381,155960,4,35,25,
497,1965,The Righteous Brothers,Youve Lost That Lovin Feelin,0.369,0.305,1,-14.303,1,0.0267,0.522,0.0,0.0579,0.376,94.791,226453,4,58,61,
498,1965,Petula Clark,Downtown,0.495,0.629,4,-6.817,1,0.0431,0.695,0.0,0.164,0.545,118.515,183120,4,51,50,rnb
499,1965,The Beatles,Help!,0.534,0.725,6,-7.576,0,0.0332,0.188,0.0,0.0994,0.763,95.003,139560,4,69,88,
500,1965,Hermans Hermits,Cant You Hear My Heartbeat,0.581,0.63,9,-7.836,1,0.0334,0.0925,0.0,0.0648,0.91,136.994,134840,3,33,53,
501,1965,Elvis Presley,Crying in the Chapel,0.404,0.246,11,-13.812,1,0.041,0.94,3e-05,0.297,0.281,71.274,143267,4,50,79,swing
502,1965,The Temptations,My Girl,0.579,0.419,0,-10.72,1,0.0346,0.625,0.0,0.0981,0.673,104.564,165000,4,77,70,
503,1965,The Beach Boys,"Help Me, Rhonda",0.544,0.748,1,-6.243,1,0.0298,0.311,0.000716,0.0633,0.825,139.739,168240,4,48,74,
504,1965,Roger Miller,King of the Road,0.731,0.204,11,-18.934,1,0.0727,0.51,2.02e-05,0.0894,0.699,121.817,143373,4,56,53,blues
505,1965,Jewel Akens,The Birds and the Bees,0.784,0.532,11,-8.763,1,0.0288,0.247,0.000323,0.309,0.962,107.155,129427,4,18,21,
506,1965,Mel Carter,"Hold Me, Thrill Me, Kiss Me",0.476,0.575,1,-6.522,0,0.0383,0.74,0.0,0.147,0.509,111.135,149533,3,46,34,
507,1965,Junior Walker & the All Stars,Shotgun,0.747,0.671,1,-5.737,1,0.0332,0.181,5.24e-06,0.061,0.681,120.98,176627,4,60,58,
508,1965,Sonny & Cher,I Got You Babe,0.621,0.708,6,-9.057,1,0.0259,0.246,2e-06,0.143,0.624,110.533,193840,3,62,55,
509,1965,Gary Lewis & the Playboys,This Diamond Ring,0.628,0.609,10,-10.635,0,0.0278,0.332,0.0,0.136,0.775,132.596,136800,4,49,43,
510,1965,Ramsey Lewis Trio,The In Crowd,0.652,0.515,7,-19.55,1,0.118,0.49,0.14,0.962,0.645,143.004,351427,4,45,40,
511,1965,Hermans Hermits,"Mrs. Brown, Youve Got a Lovely Daughter",0.659,0.465,0,-9.53,1,0.0572,0.746,0.00458,0.0963,0.889,148.894,167480,4,31,53,
512,1965,The Supremes,Stop! In the Name of Love,0.628,0.593,0,-7.515,1,0.0279,0.508,0.0,0.104,0.488,114.944,172933,4,63,67,
513,1965,The Righteous Brothers,Unchained Melody,0.367,0.215,0,-16.652,1,0.0288,0.517,0.0,0.618,0.266,98.742,215840,3,65,61,
515,1965,The Seekers,Ill Never Find Another You,0.567,0.672,10,-7.666,1,0.0336,0.75,0.0837,0.367,0.79,126.509,162320,4,46,50,
516,1965,Jay and the Americans,Cara Mia,0.366,0.707,0,-9.392,1,0.046,0.29,3.17e-05,0.505,0.525,127.701,153160,4,42,55,rock
517,1965,The Byrds,Mr. Tambourine Man,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,149467,4,60,61,
518,1965,Sounds Orchestral,Cast Your Fate to the Wind,0.559,0.31,8,-13.499,1,0.0408,0.394,0.794,0.108,0.311,128.691,195000,4,26,17,rock
519,1965,Barbara Mason,"Yes, Im Ready",0.237,0.377,5,-8.798,1,0.0287,0.902,0.0,0.131,0.479,173.142,184333,3,49,43,
520,1965,Tom Jones,Whats New Pussycat?,0.378,0.464,2,-13.274,1,0.161,0.754,0.0,0.108,0.619,184.497,128800,3,49,63,rock
521,1965,Barry McGuire,Eve of Destruction,0.585,0.414,2,-13.494,1,0.0442,0.352,0.0,0.102,0.773,116.483,216813,4,46,43,
522,1965,The McCoys,Hang On Sloopy,0.764,0.516,7,-12.099,1,0.0334,0.167,0.0,0.0723,0.936,115.255,231800,4,53,42,
523,1965,The Beatles,Ticket to Ride,0.519,0.85,9,-6.777,1,0.0678,0.0457,0.0,0.233,0.749,123.419,189680,4,64,88,
524,1965,Bert Kaempfert,Red Roses for a Blue Lady,0.613,0.306,7,-12.448,1,0.0319,0.872,0.687,0.142,0.35,117.724,139653,4,41,48,0
525,1965,James Brown,Papas Got a Brand New Bag,0.746,0.702,4,-8.099,1,0.0766,0.493,0.0398,0.0964,0.889,129.434,125707,4,55,67,rnb
526,1965,Wayne Fontana & The Mindbenders,Game of Love,0.575,0.843,9,-4.298,1,0.0328,0.0946,0.0,0.197,0.953,109.254,127093,4,38,32,
527,1965,Shirley Ellis,The Name Game,0.517,0.844,1,-5.352,1,0.213,0.428,1.37e-06,0.926,0.736,132.609,137773,4,27,40,rock
528,1965,Petula Clark,I Know a Place,0.434,0.722,4,-9.637,1,0.0496,0.735,1.16e-05,0.634,0.614,137.936,162600,4,30,50,rnb
529,1965,The Supremes,Back in My Arms Again,0.719,0.516,5,-9.005,1,0.0296,0.156,0.0199,0.148,0.549,123.296,176613,4,48,67,
530,1965,Barbara Lewis,Baby Im Yours,0.464,0.398,6,-14.282,1,0.03,0.401,0.0,0.064,0.817,98.256,152733,4,43,42,
532,1965,Patti Page,"Hush, Hush, Sweet Charlotte",0.335,0.163,10,-17.254,1,0.031,0.782,0.0,0.316,0.513,84.315,152360,4,30,46,jazz
533,1965,Bob Dylan,Like a Rolling Stone,0.483,0.721,0,-6.836,1,0.032,0.729,0.0,0.189,0.562,95.261,369600,4,70,76,rock
534,1965,Freddie and the Dreamers,Im Telling You Now,0.679,0.499,3,-6.861,1,0.0538,0.652,0.0,0.204,0.762,144.311,125533,4,22,34,
535,1965,Gerry and the Pacemakers,Ferry Cross the Mersey,0.396,0.286,6,-11.494,0,0.0283,0.548,8.51e-06,0.122,0.605,105.289,143867,4,50,51,rock
536,1965,The Righteous Brothers,Just Once in My Life,0.258,0.398,2,-12.869,1,0.0357,0.623,7.76e-05,0.341,0.273,90.224,229200,4,29,61,
539,1965,Horst Jankowski,A Walk in the Black Forest,0.704,0.377,2,-11.896,1,0.0306,0.633,0.494,0.23,0.777,106.251,169680,4,34,30,
540,1965,The Yardbirds,For Your Love,0.347,0.638,2,-10.258,1,0.0409,0.236,0.0,0.0894,0.61,94.506,150627,4,58,56,
541,1965,The Beach Boys,California Girls,0.503,0.62,11,-6.069,1,0.0295,0.471,0.0,0.159,0.713,116.595,160360,4,56,74,
542,1965,The Moody Blues,Go Now,0.343,0.522,5,-10.082,0,0.0348,0.385,0.0,0.132,0.693,119.911,191013,3,45,61,
543,1965,Shirley Bassey,Goldfinger,0.401,0.446,4,-9.646,1,0.0416,0.265,0.0,0.298,0.425,103.906,168733,4,40,53,rock
544,1965,Billy Joe Royal,Down in the Boondocks,0.675,0.588,9,-11.031,1,0.0457,0.492,9.45e-06,0.0953,0.94,82.949,153147,4,42,35,
545,1965,Glenn Yarbrough,Baby the Rain Must Fall,0.56,0.529,4,-10.105,1,0.0303,0.873,0.0,0.361,0.498,109.787,139040,4,23,29,
546,1965,The Dave Clark Five,Catch Us If You Can,0.476,0.639,7,-5.566,1,0.0291,0.000645,0.0253,0.132,0.609,75.069,114707,4,9,29,
547,1965,The Beatles,Eight Days a Week,0.652,0.583,9,-7.811,1,0.038,0.412,0.0,0.119,0.744,138.134,163600,4,63,88,
548,1965,The Beau Brummels,Just a Little,0.591,0.611,9,-9.179,0,0.0394,0.165,3.71e-05,0.114,0.655,128.241,145507,4,28,33,
549,1965,Ian Whitcomb,You Turn Me On,0.738,0.804,10,-8.55,1,0.0395,0.254,0.00755,0.0608,0.924,94.015,163667,4,14,14,
550,1965,Marvin Gaye,Ill Be Doggone,0.693,0.765,2,-6.615,1,0.0401,0.455,0.0,0.151,0.746,133.381,166733,4,27,75,0
551,1965,Gary Lewis & the Playboys,Save Your Heart for Me,0.63,0.272,2,-10.338,1,0.0268,0.106,0.0,0.0654,0.591,105.754,119840,4,27,43,
552,1965,The Kinks,Tired of Waiting for You,0.674,0.731,0,-8.116,1,0.0332,0.526,0.0,0.272,0.834,122.097,149851,4,44,69,
553,1965,Gary Lewis & the Playboys,Count Me In,0.446,0.677,5,-8.874,1,0.0386,0.308,1.37e-06,0.129,0.778,161.523,146267,4,30,43,
554,1965,The Kinks,All Day and All of the Night,0.551,0.86,7,-7.839,1,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,141507,4,67,69,
555,1965,Jackie DeShannon,What the World Needs Now Is Love,0.454,0.406,1,-9.536,1,0.0314,0.826,0.0,0.0961,0.478,106.053,186400,4,48,43,rock
556,1965,Tom Jones,Its Not Unusual,0.518,0.717,0,-10.014,1,0.06,0.579,0.0,0.198,0.921,92.492,119800,4,66,63,rock
557,1965,Sir Douglas Quintet,Shes About a Mover,0.632,0.805,4,-5.063,1,0.0286,0.169,3.46e-06,0.068,0.86,89.641,145147,4,36,35,rock
558,1965,Sam Cooke,Shake,0.543,0.846,5,-7.582,1,0.0553,0.782,0.0,0.312,0.782,151.557,173613,4,28,70,jazz
559,1965,Hermans Hermits,Wonderful World,0.71,0.722,0,-7.659,1,0.053,0.21,1.26e-05,0.297,0.964,141.877,121706,4,69,70,
560,1965,Martha and the Vandellas,Nowhere to Run,0.61,0.825,2,-9.316,0,0.0515,0.117,0.00238,0.153,0.841,129.3,176907,4,53,61,rock
561,1965,The Yardbirds,Heart Full of Soul,0.494,0.666,9,-9.743,0,0.0351,0.229,5.69e-05,0.0469,0.699,140.832,147893,4,63,56,
562,1965,The Searchers,Love Potion No. 9,0.768,0.871,2,-6.287,1,0.0552,0.477,4.33e-05,0.138,0.949,125.495,125733,4,32,50,
563,1965,Dickey Lee,Laurie (Strange Things Happen),0.686,0.486,5,-5.771,1,0.0288,0.687,0.0,0.0922,0.382,119.521,186347,4,14,24,
564,1965,Sonny & Cher,Baby Dont Go,0.54,0.492,0,-9.087,1,0.0286,0.473,0.0,0.046,0.552,121.832,194400,4,38,55,
565,1965,The Turtles,It Aint Me Babe,0.418,0.547,7,-5.992,1,0.0335,0.253,0.0,0.0941,0.574,122.096,133960,4,37,61,
566,1965,The Zombies,Tell Her No,0.757,0.435,8,-10.139,0,0.032,0.339,0.396,0.0997,0.942,135.639,126600,4,40,61,
567,1965,Peter and Gordon,I Go to Pieces,0.579,0.618,4,-8.237,1,0.0275,0.624,1.29e-05,0.412,0.897,112.07,145267,4,38,40,jazz
568,1965,Vic Dana,Red Roses for a Blue Lady,0.364,0.332,11,-11.507,1,0.0311,0.78,0.0,0.215,0.287,110.259,170360,4,41,48,
569,1965,Patty Duke,Dont Just Stand There,0.574,0.256,7,-15.044,1,0.0298,0.61,7.7e-05,0.1,0.568,82.331,163160,3,19,14,
570,1965,The Miracles,The Tracks of My Tears,0.488,0.335,7,-10.789,1,0.0268,0.664,0.0,0.173,0.708,96.333,174360,4,63,61,
571,1965,Brenda Lee,Too Many Rivers,0.623,0.302,5,-12.655,1,0.0296,0.635,2.01e-05,0.113,0.647,97.882,168960,4,19,67,rock
572,1965,The Dave Clark Five,I Like It Like That,0.672,0.531,9,-8.037,1,0.0638,0.724,0.0,0.212,0.846,142.198,96916,4,31,24,
573,1965,Bobby Goldsboro,Little Things,0.876,0.535,2,-14.025,1,0.0368,0.226,0.00242,0.0849,0.903,129.166,149133,4,20,47,
574,1965,Peter and Gordon,True Love Ways,0.357,0.476,9,-9.592,1,0.036,0.374,4.65e-06,0.333,0.468,113.403,159107,4,41,40,jazz
575,1965,Four Tops,Its the Same Old Song,0.71,0.844,2,-3.535,0,0.0303,0.104,0.0,0.0372,0.991,126.338,166533,4,47,66,0
576,1965,The Fortunes,Youve Got Your Troubles,0.628,0.764,4,-9.184,1,0.0319,0.28,0.0,0.415,0.587,131.469,208144,4,44,42,
578,1965,The Animals,We Gotta Get out of This Place,0.534,0.61,5,-5.276,1,0.0345,0.431,2.79e-06,0.0988,0.45,124.05,194600,4,49,67,
579,1965,The Beau Brummels,"Laugh, Laugh",0.486,0.683,1,-8.768,0,0.0541,0.299,0.0,0.0987,0.745,128.723,176733,4,35,33,
580,1965,The Rolling Stones,The Last Time,0.329,0.926,9,-5.146,1,0.0629,0.129,0.852,0.745,0.385,167.435,221493,4,50,81,
581,1965,The Lovin Spoonful,Do You Believe in Magic,0.552,0.742,0,-7.963,1,0.0454,0.218,0.0,0.339,0.751,138.591,125827,4,64,57,
582,1965,Cher,All I Really Want to Do,0.512,0.411,3,-11.805,1,0.0309,0.161,0.0,0.0805,0.37,124.244,179213,4,38,74,rock
583,1965,Little Anthony and the Imperials,Take Me Back,0.447,0.321,10,-11.353,1,0.0434,0.765,4e-05,0.333,0.246,94.115,158467,4,25,45,disco
